p,t1,t2,t3,t4,t5,t6,t7,t8
DIP-47863N,0.012494953,0.004684233,0.001535326,0.004548427,0.016599971,0.00566649,0.003217942,0.003400119
DIP-47864N,0.023096257,0.006544631,0.001690538,0.004139992,0.04407246,0.009572237,0.004629264,0.002810389
DIP-47865N,0.013393262,0.00385094,0.001171804,0.006431846,0.020969701,0.004980879,0.003186959,0.003607983
DIP-47866N,0.013393262,0.00385094,0.001171804,0.006431846,0.020969701,0.004980879,0.003186959,0.003607983
DIP-47867N,0.013061483,0.002987685,0.002076298,0.011989828,0.008778762,0.005548055,0.004821571,0.008207314
DIP-47868N,0.012638933,0.005621454,0.002501996,0.007916326,0.013380735,0.007691741,0.006171995,0.005501327
DIP-47869N,0.043015565,0.017406472,0.005559486,0.01461413,0.052372445,0.021998774,0.012395273,0.010819245
DIP-47870N,0.026752095,0.005046575,0.002012761,0.008579865,0.022020151,0.006748203,0.004963665,0.006056257
DIP-47871N,0.868123785,0.946109315,0.878699725,1,0.85730313,1,1,1
DIP-47872N,0.01689886,0.004932349,0.003173672,0.006528187,0.023395741,0.006350785,0.006889943,0.00511946
DIP-47873N,0.008998745,0.006127985,0.001461805,0.004673265,0.013062741,0.007537774,0.00302884,0.003374724
DIP-47874N,0.022827077,0.008240243,0.002000507,0.006635385,0.024424753,0.009527494,0.006159175,0.00471408
DIP-47875N,0.03448319,0.009490184,0.004233832,0.011120037,0.03555095,0.014197809,0.014126038,0.00781322
DIP-47876N,0.022235507,0.005268475,0.002939947,0.011639741,0.02923753,0.007523299,0.007124985,0.008306073
DIP-47877N,0.003680878,0.001569213,0.000911756,0.005361228,0.005466629,0.002185797,0.001510681,0.002379613
DIP-47878N,0.002867078,0.00124994,0.000807827,0.003791261,0.002751179,0.002022619,0.001358971,0.002540449
DIP-47879N,0.002798218,0.002290153,0.001285716,0.004332676,0.004905674,0.002243699,0.002473285,0.003656892
DIP-47880N,0.001198789,0.000374514,0.000154304,0.000744954,0.004351865,0.00010396,0.000708332,0.001787061
DIP-47881N,0.033644351,0.013102371,0.002898648,0.006574323,0.052008003,0.015633513,0.005706184,0.002464263
DIP-47882N,0.030016683,0.006790874,0.002452981,0.007241932,0.025450193,0.011675128,0.009481817,0.005293464
DIP-47883N,0.024761416,0.005485693,0.001251679,0.009369598,0.045994712,0.011761981,0.002414525,0.007756787
DIP-47884N,0.009186545,0.002534523,0.000782413,0.006697804,0.012862655,0.002831929,0.00238461,0.002935483
DIP-47885N,0.006607426,0.001857589,0.001466797,0.004210552,0.007356724,0.002696386,0.000544871,0.003248689
DIP-47886N,0.002582249,0.000742474,0.001763151,0.004380168,0.004316135,0.00149887,0.002294867,0.003293836
DIP-47887N,0.005004867,0.0024849,0.000667138,0.003347545,0.007492497,0.001809434,0.002005338,0.003004144
DIP-47888N,0.019884879,0.003144045,0.004516572,0.009476795,0.034064599,0.010780281,0.011669847,0.005199408
DIP-47889N,1,1,1,0.871838015,0.923506503,0.922923362,0.961793885,0.913509055
DIP-47890N,0.373546507,0.084712247,0.004559686,0.007471253,0.497752608,0.083465587,0.003891017,0.003682287
DIP-47891N,0.016207131,0.006191652,0.002601386,0.005639399,0.019276118,0.006965335,0.005662381,0.004083905
DIP-47892N,0.013393262,0.00385094,0.001171804,0.006431846,0.020969701,0.004980879,0.003186959,0.003607983
DIP-47893N,0.007195866,0.002079489,0.001454543,0.006591963,0.00765328,0.003312252,0.004261743,0.004785562
DIP-47894N,0.004504067,0.000467206,0.000603148,0.003595863,0.003680149,0.000979068,0.001766022,0.001446579
DIP-47895N,0.001223829,0.000731238,0.000340377,0.003182,0.00159354,0.00015265,0.00026923,0.001006398
DIP-47896N,0.010757804,0.002334158,0.001414606,0.004864592,0.012008718,0.00292273,0.002868584,0.003156515
DIP-47897N,0.012933153,0.005492247,0.003781358,0.010864934,0.021677147,0.009552497,0.008566221,0.007993807
DIP-47898N,0.008548025,0.003242355,0.002240133,0.005553912,0.008407175,0.003609657,0.0035673,0.00449587
DIP-47899N,0.021703408,0.00956415,0.003261717,0.01186092,0.024231814,0.011706711,0.008410238,0.008431167
DIP-47900N,0.012144393,0.003673982,0.002813781,0.007426475,0.008103473,0.006849531,0.005956184,0.004323748
DIP-47901N,1,1,1,0.871838015,0.923506503,0.922923362,0.961793885,0.913509055
DIP-47902N,0.013393262,0.00385094,0.001171804,0.006431846,0.020969701,0.004980879,0.003186959,0.003607983
DIP-47903N,0.233231817,0.020016834,0.02458836,0.088474513,0.328037016,0.03355415,0.054342833,0.098243225
DIP-47904N,1,1,1,0.871838015,0.923506503,0.922923362,0.961793885,0.913509055
DIP-47905N,0.564078888,0.165236492,0.119901554,0.185695793,0.51154066,0.33751543,0.248321051,0.186157235
DIP-47906N,0.01765006,0.003736713,0.002172057,0.006233734,0.02838002,0.006277092,0.004100419,0.005710131
DIP-47907N,0.005993947,0.001524272,0.001298878,0.005194326,0.007867658,0.002766132,0.003032045,0.002718214
DIP-47908N,0.013393262,0.00385094,0.001171804,0.006431846,0.020969701,0.004980879,0.003186959,0.003607983
DIP-47909N,1,1,1,0.871838015,0.923506503,0.922923362,0.961793885,0.913509055
DIP-47910N,0.005392987,0.002237721,0.00141279,0.005809015,0.006113334,0.002488466,0.001744654,0.004452604
DIP-47911N,0.013393262,0.00385094,0.001171804,0.006431846,0.020969701,0.004980879,0.003186959,0.003607983
DIP-47912N,0.005599567,0.001910021,0.001880695,0.00671273,0.007367443,0.003457007,0.004149564,0.004110241
DIP-47913N,0.016592121,0.002602872,0.002014576,0.009776677,0.015721023,0.003460954,0.004864306,0.00515332
DIP-47914N,0.014707862,0.008332935,0.002047252,0.011547469,0.018793769,0.01062763,0.008873913,0.00791386
DIP-47915N,0.055582508,0.012322445,0.006307861,0.013109295,0.056056167,0.022202746,0.017494621,0.008843132
DIP-47916N,0.201919315,0.015780145,0.007214625,0.018375538,0.110897528,0.014775512,0.015194412,0.013323953
DIP-47917N,0.025537655,0.007759929,0.0019701,0.008018096,0.023306417,0.00986701,0.005837594,0.00678613
DIP-47918N,0.012391663,0.00268901,0.001816704,0.005340874,0.012894812,0.004995355,0.005404903,0.002755837
DIP-47919N,0.009687344,0.001579513,0.001018861,0.004758752,0.01390596,0.004074188,0.002321576,0.001691124
DIP-47920N,0.195352579,0.050201723,0.021146017,0.051256652,0.242839788,0.098680626,0.069248784,0.041694021
DIP-47921N,0.028191894,0.006537141,0.001333369,0.006830783,0.032899814,0.008783981,0.00400106,0.003773521
DIP-47922N,0.005574527,0.000892279,0.000569564,0.002536101,0.006767186,0.001543612,0.00069658,0.00109481
DIP-47923N,0.191374351,0.054552638,0.016219631,0.041771716,0.224574818,0.08253126,0.039887735,0.038169748
DIP-47924N,0.020751888,0.006064317,0.002644954,0.00800317,0.026918679,0.008974794,0.006554473,0.006749448
DIP-47925N,0.002588509,0.002093533,0.001164996,0.004561997,0.002861941,0.001769956,0.00251602,0.002166106
DIP-47926N,0.036636629,0.010513543,0.004282393,0.012741567,0.056395598,0.017904846,0.014874968,0.009083915
DIP-47927N,0.091658868,0.062556002,0.005844041,0.011115966,0.202322424,0.082601006,0.011624975,0.007843318
DIP-47928N,0.011859563,0.005688867,0.00208719,0.002002828,0.017596827,0.00772464,0.006261739,0.00338507
DIP-47929N,0.010895524,0.00640138,0.002103074,0.008566296,0.013845219,0.005280916,0.003073711,0.005526722
DIP-47930N,0.008235025,0.001734936,0.001064245,0.004024653,0.00615621,0.001601514,0.001388886,0.001948837
DIP-47931N,0,0,0,0,0,0,0,0
DIP-47932N,0.010441674,0.004921113,0.00227054,0.008327476,0.011233386,0.006492908,0.004681614,0.004826947
DIP-47933N,0.013393262,0.00385094,0.001171804,0.006431846,0.020969701,0.004980879,0.003186959,0.003607983
DIP-47934N,0.002441399,0.000541173,0.000718876,0.003000171,0.00054309,0.000177654,0.000226495,0.00109481
DIP-47935N,0.008194335,0.001891295,0.000956685,0.003878104,0.006845791,0.001409385,0.001068374,0.001792705
DIP-47936N,0.005649647,0.002984876,0.001381022,0.006026124,0.004323281,0.003172761,0.003221147,0.004231573
DIP-47937N,0.01808826,0.005033468,0.002404421,0.005581051,0.02203087,0.009048488,0.005789518,0.003563776
DIP-47938N,0.015925431,0.002746124,0.000306793,0.003153504,0.001357725,0.000402681,0.000126068,0.000208804
DIP-47939N,0.013387002,0.013570513,0.000938532,0.005728956,0.00666357,0.014308349,0.003039523,0.002262043
DIP-47940N,0.021406058,0.013429134,0.00134653,0.002314922,0.048385022,0.015580874,0.001367518,0.00092645
DIP-47941N,0.013393262,0.00385094,0.001171804,0.006431846,0.020969701,0.004980879,0.003186959,0.003607983
DIP-47942N,0.002203519,0.000647909,0.000780143,0.002485895,0.001693583,0.001177777,0.000622862,0.002276152
DIP-47943N,0.101656082,0.021950263,0.005847672,0.017030821,0.167550379,0.027786331,0.016300179,0.014066054
DIP-47944N,0.067598571,0.018843669,0.00337926,0.008322048,0.179108904,0.022125105,0.007891009,0.005931162
DIP-47945N,0.012801693,0.004466079,0.002114874,0.00561226,0.015792482,0.003704406,0.003655975,0.00508466
DIP-47946N,0.032620841,0.00804456,0.002200649,0.006416919,0.128712305,0.016845505,0.004152769,0.005560582
DIP-47947N,0.018783119,0.006936935,0.001415059,0.005453499,0.030505931,0.008724763,0.003322642,0.003693574
DIP-47948N,0.020395068,0.006166372,0.00115365,0.004386953,0.03284622,0.008249705,0.004582255,0.001992103
DIP-47949N,0.799958684,0.449478536,0.39194469,0.109433645,0.775425182,0.590058507,0.68197397,0.091693175
DIP-47950N,0.026285725,0.01356864,0.004869656,0.011106467,0.029512648,0.018872071,0.014152748,0.008259985
DIP-47951N,0.272816904,0.023764783,0.014590815,0.032244714,0.192139488,0.030630104,0.014874968,0.027999488
DIP-47952N,1,1,1,0.871838015,0.923506503,0.922923362,0.961793885,0.913509055
DIP-47953N,0.015399591,0.006253447,0.003160057,0.006511904,0.019536944,0.008757662,0.006272422,0.00611269
DIP-47954N,0.039099938,0.005659842,0.004344568,0.01123809,0.02694369,0.011827779,0.010652755,0.012598782
DIP-47955N,0.030245173,0.007007156,0.003934301,0.008839038,0.035425897,0.008145744,0.010418781,0.00526995
DIP-47956N,0.006914166,0.00322831,0.00152398,0.005667894,0.011447763,0.003832053,0.002482901,0.002871525
DIP-47957N,0.011674893,0.002863159,0.003446881,0.009323462,0.015553094,0.005233542,0.006584388,0.006200162
DIP-47958N,0.013959792,0.005315289,0.002713483,0.007735855,0.02260969,0.007931244,0.005998919,0.00508466
DIP-47959N,0.003464908,0.001642244,0.001153196,0.006079044,0.005187938,0.00230818,0.001749996,0.002625099
DIP-47960N,0.013070873,0.004453907,0.003128289,0.007122523,0.014038159,0.00440844,0.005546997,0.002601585
DIP-47961N,0.057426077,0.009542615,0.002480665,0.006745296,0.136294126,0.013249007,0.005410245,0.006620592
DIP-47962N,0.01753738,0.00673657,0.008100512,0.020222319,0.021430613,0.011748822,0.017058724,0.017070198
DIP-47963N,0.003849898,0.001894104,0.000815089,0.004665123,0.003037016,0.00143702,0.001330125,0.002169869
DIP-47964N,0.005480627,0.002688074,0.000958955,0.003779048,0.007856939,0.00435975,0.003335463,0.00223947
DIP-47965N,0.00025353,0.00017883,0.000484696,0.001838639,0.000210805,0.000175022,0.001104698,0.000748685
DIP-47966N,0.002344369,0.001289264,0.000626747,0.004454799,0.002890525,0.000879056,0.000975425,0.001117384
DIP-47967N,0.027509554,0.006168245,0.003037522,0.009590777,0.027894097,0.008594484,0.005770287,0.006373225
DIP-47968N,0.115975824,0.00542858,0.005573101,0.013700916,0.223002715,0.022454093,0.010727541,0.01400962
DIP-47969N,0.005120677,0.002245211,0.001934247,0.008448243,0.004094612,0.002856932,0.004248923,0.003306063
DIP-47970N,0.007690406,0.010722334,0.004126273,0.00821078,0.012680434,0.012862117,0.01011109,0.005852155
DIP-47971N,0.014360432,0.004440799,0.002724829,0.009949007,0.020576676,0.005029569,0.005491441,0.004641657
DIP-47972N,0.042082826,0.009555723,0.005378406,0.012969532,0.052915535,0.014466263,0.015848257,0.008522401
DIP-47973N,0.01831988,0.022596299,0.008151795,0.023291694,0.011497785,0.02436354,0.023200805,0.017924225
DIP-47974N,0.018845719,0.00252516,0.001250771,0.006309722,0.016478491,0.004313691,0.002599353,0.003786689
DIP-47975N,0.00035056,0.000243434,0.000390752,0.002662296,0.000971845,0.000109224,0.000119658,0.001171936
DIP-47976N,0.015850311,0.003774164,0.001623824,0.005795446,0.013730885,0.00347543,0.003696573,0.00333334
DIP-47977N,0.012720313,0.003570991,0.001415513,0.007051962,0.021469916,0.001139615,0.001513886,0.000619828
DIP-47978N,0.00052897,0.00107111,0.000439313,0.002176515,0.002536801,0.001280422,0.001335467,0.001273516
DIP-47979N,0.001070459,0.000916623,0.000492865,0.003708488,0.000753895,0.000929062,0.001471151,0.001443757
DIP-47980N,0.003442998,0.00144656,0.000158389,0.003518518,0.003815921,0.000403997,0.000439102,0.000573741
DIP-47981N,0.011599773,0.001891295,0.000993446,0.006718158,0.010722452,0.00197656,0.003137814,0.003315469
DIP-47982N,0.075830467,0.017127459,0.003275332,0.006924411,0.077183078,0.033588365,0.006331183,0.002841427
DIP-47983N,0.102235132,0.001673141,0.001155919,0.006484766,0.226772188,0.002056833,0.001934825,0.003143347
DIP-47984N,0.008973705,0.011404886,0.036376286,0.145568676,0.026057596,0.012951602,0.104955972,0.133779409
DIP-47985N,0.007906375,0.0017237,0.001350161,0.006562111,0.007042304,0.002226591,0.002883541,0.003252452
DIP-47986N,0.010544964,0.001694676,0.001128235,0.004513147,0.011683579,0.002293705,0.00290384,0.002709749
DIP-47987N,0.033829021,0.011398332,0.00332843,0.008790189,0.051936544,0.018268049,0.009306604,0.005317918
DIP-47988N,0.03577901,0.010548185,0.0052831,0.010934137,0.038702301,0.017511376,0.012123906,0.007326951
DIP-47989N,0.068027381,0.025354594,0.008160418,0.021577892,0.078044162,0.032735628,0.02024782,0.017754924
DIP-47990N,0.015427761,0.002167499,0.001321569,0.004274328,0.015192225,0.002037094,0.002928413,0.004051926
DIP-47991N,0.01808826,0.005033468,0.002404421,0.005581051,0.02203087,0.009048488,0.005789518,0.003563776
DIP-47992N,0.020197878,0.005714147,0.001833496,0.00468412,0.013194941,0.003713617,0.004637811,0.003284431
DIP-47993N,0.008416565,0.005590557,0.003568056,0.00841839,0.016099757,0.005545423,0.00875105,0.005103471
DIP-47994N,0.024166716,0.003063524,0.004336853,0.010007355,0.017210948,0.006819264,0.009712586,0.007546101
DIP-47995N,0.01826041,0.006667285,0.00110872,0.002609375,0.014663427,0.00588757,0.003067301,0.00052201
DIP-47996N,0.001615079,0.00145405,0.000707984,0.003880818,0.003265685,0.001289633,0.001579056,0.002057942
DIP-47997N,0.029121503,0.003182432,0.001639708,0.004469726,0.030048592,0.009227457,0.004601486,0.003066221
DIP-47998N,0.020673638,0.005423898,0.004585555,0.013155431,0.030145062,0.013697747,0.009298057,0.010074323
DIP-47999N,0.024323216,0.005392065,0.003202718,0.008355971,0.009161069,0.004884815,0.002242517,0.007147305
DIP-479N,0,0,0,0,0,0,0,0
DIP-48000N,0.001514919,0.000986844,0.000448843,0.004309608,0.001647134,0.001090924,0.001450852,0.001589544
DIP-48001N,0.006162966,0.001579513,0.000956685,0.002310851,0.006706446,0.002864828,0.001775637,0.000424192
DIP-48002N,0.002845168,0.001213425,0.000690284,0.006606889,0.00219737,0.001109348,0.001658116,0.002200907
DIP-48003N,0.038793198,0.008914368,0.005018968,0.014884159,0.056656424,0.010394707,0.011579035,0.012204688
DIP-48004N,0.011577863,0.002581337,0.001685545,0.005140049,0.009907818,0.003660979,0.004168795,0.005209754
DIP-48005N,0.01688321,0.006725334,0.002653577,0.007828126,0.026271974,0.009615663,0.007337591,0.007242301
DIP-48006N,0.012801693,0.004466079,0.002114874,0.00561226,0.015792482,0.003704406,0.003655975,0.00508466
DIP-48007N,0.033062171,0.005681377,0.002751151,0.01186092,0.039531228,0.009159028,0.007102549,0.010202239
DIP-48008N,0.011336854,0.010303815,0.006020583,0.016422917,0.01999071,0.012040963,0.01250211,0.013971057
DIP-48009N,0.094128436,0.010424596,0.012277161,0.078513294,0.11323067,0.022004037,0.021664484,0.072357171
DIP-48010N,0.019609439,0.006229103,0.002130758,0.01137921,0.022552523,0.007404863,0.00726601,0.007652385
DIP-48011N,0.001596299,0.000704086,0.000516465,0.003211852,0.002122338,0.000914587,0.001409185,0.001938491
DIP-48012N,0.015681291,0.011656747,0.00472579,0.005952849,0.020755324,0.010926351,0.00658973,0.003727434
DIP-48013N,0.012069273,0.004532555,0.002555095,0.008739982,0.017896956,0.007325906,0.007334386,0.006147491
DIP-48014N,0.012069273,0.004532555,0.002555095,0.008739982,0.017896956,0.007325906,0.007334386,0.006147491
DIP-48015N,0.008835985,0.002291089,0.001796735,0.007263643,0.00864299,0.00166468,0.003739308,0.00291385
DIP-48016N,0.051150431,0.00190534,0.000941709,0.003834683,0.116281978,0.001938398,0.001520296,0.001867949
DIP-48017N,0.026617505,0.01150226,0.003525849,0.013159502,0.042628984,0.014318876,0.007784171,0.011711835
DIP-48018N,0.24511642,0.104817092,0.072412195,0.095442345,0.263612977,0.119606899,0.151282796,0.077190702
DIP-48019N,0.011922163,0.003835023,0.001789928,0.007547241,0.007917679,0.004471606,0.004169863,0.004955803
DIP-48020N,0.00061035,0.000409156,0.00015022,0.000875219,0.000664571,0.000427684,0.000372862,0.000406321
DIP-48021N,0.008779645,0.002534523,0.00193334,0.00536937,0.012265971,0.003853108,0.004269222,0.004645419
DIP-48022N,0.004375738,0.002540141,0.001084667,0.005499635,0.005048592,0.003289881,0.003689095,0.002844249
DIP-48023N,0.011446403,0.00348298,0.00095487,0.00592164,0.014038159,0.003999179,0.002838669,0.003042707
DIP-48024N,0.013261802,0.002687138,0.001464528,0.002880761,0.009911391,0.005313815,0.003897428,0.002417236
DIP-48025N,0.018845719,0.00252516,0.001250771,0.006309722,0.016478491,0.004313691,0.002599353,0.003786689
DIP-48026N,0.004776377,0.00224802,0.001016592,0.005642113,0.005370159,0.00210684,0.002510678,0.003963514
DIP-48027N,0.019074209,0.010722334,0.003038883,0.01101691,0.019708446,0.012300206,0.007426266,0.007165175
DIP-48028N,0.032473731,0.009186827,0.002901825,0.009145704,0.02519294,0.010892137,0.005967936,0.005389401
DIP-48029N,0.032473731,0.009186827,0.002901825,0.009145704,0.02519294,0.010892137,0.005967936,0.005389401
DIP-48030N,0.057426077,0.009542615,0.002480665,0.006745296,0.136294126,0.013249007,0.005410245,0.006620592
