,DC
4132,2.0
4133,3.4
4134,2.0
4135,18.8
4136,0.0
4137,3.0
4138,1.0
4139,13.4
4140,12.8
4141,1.0
4142,21.4
4143,1.0
4144,1.0
4145,2.4
4146,1.0
4147,15.4
4148,1.8
4149,1.2
4150,2.0
4151,3.0
4152,24.2
4153,10.2
4154,3.0
4155,17.8
4156,6.8
4157,2.2
4158,3.0
4159,2.0
4160,1.0
4161,24.2
4162,1.6
4163,1.0
4164,1.0
4165,1.8
4166,7.6
4167,1.0
4168,2.0
4169,0.0
4170,1.2
4171,4.0
4172,19.4
4173,2.8
4174,3.25
4175,3.0
4176,0.0
4177,1.0
4178,8.75
4179,1.0
4180,12.0
4181,1.0
4182,2.0
4183,1.0
4184,7.8
4185,1.0
4186,1.8
4187,10.0
4188,1.8
4189,6.0
4190,3.6
4191,1.0
4192,9.6
4193,2.8
4194,0.0
4195,4.8
4196,1.0
4197,7.2
4198,1.0
4199,2.0
4200,1.0
4201,1.0
4202,4.6
4203,2.0
4204,1.0
4205,22.4
4206,3.6
4207,1.0
4208,0.0
4209,10.4
4210,0.0
4211,2.8
4212,3.0
4213,2.0
4214,3.0
4215,1.8
4216,0.0
4217,1.0
4218,5.0
4219,8.8
4220,2.0
4221,1.0
4222,3.0
4223,2.8
4224,20.0
4225,14.0
4226,2.0
4227,2.0
4228,2.0
4229,5.5
4230,1.4
4231,1.0
4232,1.0
4233,1.0
4234,9.0
4235,4.0
4236,2.4
4237,1.0
4238,1.8
4239,5.0
4240,2.0
4241,4.8
4242,0.0
4243,2.0
4244,2.6
4245,6.2
4246,1.0
4247,10.2
4248,32.4
4249,8.2
4250,11.4
4251,1.0
4252,2.0
4253,4.6
4254,2.0
4255,7.0
4256,2.8
4257,2.6
4258,3.0
4259,3.6
4260,3.0
4261,10.2
4262,1.8
4263,5.4
4264,15.6
4265,1.0
4266,0.0
4267,1.6
4268,4.4
4269,2.0
4270,1.0
4271,1.2
4272,5.2
4273,1.0
4274,4.6
4275,3.6
4276,2.0
4277,14.2
4278,2.0
4279,2.0
4280,10.6
4281,4.0
4282,1.5
4283,1.0
4284,17.4
4285,0.0
4286,17.0
4287,41.8
4288,1.0
4289,0.0
4290,2.0
4291,4.0
4292,16.4
4293,4.0
4294,2.4
4295,5.0
4296,1.0
4297,2.0
4298,8.0
4299,23.6
4300,6.8
4301,1.0
4302,1.8
4303,1.8
4304,9.6
4305,10.6
4306,1.0
4307,0.0
4308,6.75
4309,0.0
4310,1.0
4311,8.8
4312,7.8
4313,1.0
4314,1.0
4315,17.0
4316,5.8
4317,1.8
4318,21.0
4319,1.6
4320,1.0
4321,1.0
4322,0.0
4323,10.6
4324,1.0
4325,2.0
4326,1.6
4327,0.0
4328,1.8
4329,3.0
4330,3.0
4331,2.0
4332,15.6
4333,1.0
4334,1.0
4335,2.0
4336,1.0
4337,7.2
4338,27.2
4339,2.0
4340,3.8
4341,1.0
4342,1.0
4343,11.8
4344,1.0
4345,8.0
4346,3.0
4347,9.4
4348,1.8
4349,5.4
4350,10.6
4351,24.4
4352,57.2
4353,30.8
4354,1.0
4355,1.0
4356,1.6
4357,20.6
4358,1.0
4359,5.0
4360,0.0
4361,1.0
4362,18.6
4363,1.0
4364,1.0
4365,10.0
4366,19.6
4367,2.8
4368,1.0
4369,1.4
4370,0.0
4371,0.0
4372,1.0
4373,9.0
4374,1.0
4375,0.0
4376,14.0
4377,1.0
4378,3.0
4379,3.0
4380,1.0
4381,1.6
4382,1.0
4383,1.0
4384,20.8
4385,33.4
4386,5.8
4387,3.2
4388,0.0
4389,6.8
4390,0.0
4391,4.4
4392,14.4
4393,8.8
4394,2.0
4395,0.0
4396,2.0
4397,2.8
4398,3.0
4399,3.0
4400,12.8
4401,5.8
4402,5.0
4403,24.6
4404,2.0
4405,3.6
4406,6.0
4407,1.0
4408,3.6
4409,18.4
4410,1.0
4411,3.2
4412,1.0
4413,1.0
4414,2.0
4415,2.8
4416,5.0
4417,7.0
4418,2.0
4419,3.75
4420,3.8
4421,41.0
4422,2.0
4423,2.0
4424,2.8
4425,1.75
4426,3.0
4427,1.75
4428,1.0
4429,7.6
4430,2.8
4431,2.0
4432,1.0
4433,2.2
4434,1.0
4435,8.0
4436,11.4
4437,2.6
4438,1.6
4439,31.4
4440,2.8
4441,2.0
4442,5.0
4443,1.75
4444,7.8
4445,2.0
4446,3.0
4447,20.2
4448,2.0
4449,2.6
4450,2.4
4451,1.0
4452,2.0
4453,3.8
4454,22.0
4455,2.6
4456,2.0
4457,2.6
4458,1.8
4459,7.4
4460,3.0
4461,9.6
4462,1.0
4463,1.0
4464,7.4
4465,7.4
4466,2.0
4467,2.0
4468,0.0
4469,1.0
4470,1.6
4471,18.6
4472,11.8
4473,0.0
4474,38.2
4475,0.0
4476,2.0
4477,3.0
4478,8.6
4479,2.0
4480,9.2
4481,8.4
4482,13.0
4483,1.0
4484,1.0
4485,1.0
4486,3.0
4487,13.0
4488,1.0
4489,12.5
4490,2.0
4491,4.8
4492,1.0
4493,1.0
4494,0.0
4495,1.0
4496,3.8
4497,4.0
4498,0.0
4499,3.0
4500,1.0
4501,1.8
4502,42.0
4503,1.0
4504,2.4
4505,5.0
4506,5.8
4507,4.0
4508,6.0
4509,16.0
4510,8.8
4511,1.0
4512,1.0
4513,3.6
4514,1.0
4515,4.6
4516,5.0
4517,2.0
4518,2.0
4519,19.8
4520,1.0
4521,3.0
4522,4.0
4523,6.5
4524,4.6
4525,4.4
4526,51.8
4527,2.0
4528,4.0
4529,0.0
4530,2.2
4531,1.8
4532,3.6
4533,9.0
4534,1.0
4535,5.4
4536,5.0
4537,2.0
4538,8.6
4539,2.8
4540,6.4
4541,1.0
4542,2.6
4543,1.0
4544,13.0
4545,8.0
4546,2.6
4547,1.4
4548,10.0
4549,2.0
4550,34.6
4551,6.8
4552,1.25
4553,1.0
4554,4.0
4555,1.0
4556,5.0
4557,1.0
4558,1.0
4559,13.2
4560,1.0
4561,1.0
4562,3.0
4563,13.2
4564,3.0
4565,13.2
4566,9.0
4567,8.6
4568,1.0
4569,2.8
4570,1.0
4571,3.0
4572,1.0
4573,12.6
4574,3.6
4575,1.0
4576,3.2
4577,10.6
4578,7.2
4579,1.0
4580,2.0
4581,15.2
4582,6.8
4583,0.0
4584,15.0
4585,9.2
4586,20.0
4587,1.0
4588,1.0
4589,13.4
4590,3.2
4591,2.4
4592,7.2
4593,9.6
4594,7.0
4595,1.0
4596,21.0
4597,2.0
4598,0.0
4599,3.0
4600,5.8
4601,3.0
4602,2.0
4603,1.0
4604,1.0
4605,13.4
4606,3.0
4607,0.0
4608,0.0
4609,1.0
4610,11.8
4611,2.8
4612,0.0
4613,5.6
4614,1.0
4615,4.0
4616,1.0
4617,1.0
4618,16.6
4619,1.0
4620,3.8
4621,3.0
4622,9.0
4623,1.0
4624,1.4
4625,16.0
4626,1.0
4627,7.0
4628,3.0
4629,0.0
4630,1.0
4631,3.6
4632,3.4
4633,1.0
4634,5.5
4635,1.0
4636,14.2
4637,2.4
4638,0.0
4639,1.8
4640,1.0
4641,5.2
4642,1.0
4643,10.8
4644,4.6
4645,8.8
4646,1.8
4647,9.8
4648,1.6
4649,1.0
4650,2.8
4651,1.0
4652,0.0
4653,2.6
4654,2.0
4655,16.4
4656,3.0
4657,1.0
4658,1.0
4659,1.0
4660,2.6
4661,1.0
4662,24.0
4663,1.0
4664,6.2
4665,0.0
4666,6.0
4667,0.0
4668,6.2
4669,1.0
4670,0.0
4671,15.0
4672,9.0
4673,1.8
4674,1.0
4675,1.0
4676,1.6
4677,4.8
4678,6.6
4679,2.2
4680,2.6
4681,3.0
4682,16.0
4683,10.2
4684,2.0
4685,3.0
4686,2.0
4687,3.0
4688,1.5
4689,1.0
4690,0.0
4691,1.0
4692,1.0
4693,7.2
4694,0.0
4695,0.0
4696,4.0
4697,1.0
4698,1.0
4699,0.0
4700,9.0
4701,3.8
4702,5.0
4703,5.0
4704,1.8
4705,1.0
4706,2.0
4707,1.2
4708,4.8
4709,8.0
4710,11.6
4711,2.2
4712,3.8
4713,14.2
4714,9.0
4715,2.8
4716,5.6
4717,36.0
4718,1.0
4719,2.0
4720,1.0
4721,5.6
4722,3.0
4723,1.0
4724,2.0
4725,21.0
4726,4.8
4727,3.0
4728,2.0
4729,3.0
4730,4.0
4731,1.0
4732,22.0
4733,34.6
4734,6.8
4735,2.0
4736,2.6
4737,0.0
4738,18.6
4739,2.6
4740,6.0
4741,1.0
4742,3.0
4743,1.0
4744,1.0
4745,1.8
4746,3.4
4747,2.0
4748,18.4
4749,2.0
4750,2.0
4751,1.0
4752,1.6
4753,1.0
4754,0.0
4755,25.6
4756,1.0
4757,2.8
4758,4.6
4759,2.0
4760,49.0
4761,4.0
4762,4.5
4763,6.6
4764,5.0
4765,7.4
4766,6.2
4767,6.0
4768,0.0
4769,3.0
4770,5.0
4771,1.0
4772,1.0
4773,3.0
4774,24.2
4775,10.2
4776,2.2
4777,1.4
4778,0.0
4779,2.0
4780,1.0
4781,5.0
4782,1.0
4783,1.0
4784,6.2
4785,1.0
4786,1.0
4787,0.0
4788,1.6
4789,8.0
4790,6.2
4791,1.0
4792,0.0
4793,2.0
4794,14.8
4795,1.0
4796,4.6
4797,1.0
4798,4.0
4799,1.0
4800,3.6
4801,19.8
4802,4.0
4803,11.0
4804,1.0
4805,4.8
4806,14.2
4807,2.0
4808,4.0
4809,2.0
4810,3.0
4811,0.0
4812,0.0
4813,0.0
4814,2.0
4815,2.0
4816,9.8
4817,8.2
4818,44.0
4819,2.4
4820,2.8
4821,1.0
4822,3.0
4823,0.0
4824,19.2
4825,14.2
4826,17.4
4827,5.6
4828,23.4
4829,2.6
4830,4.0
4831,1.8
4832,2.8
4833,4.0
4834,0.0
4835,2.6
4836,16.8
4837,1.0
4838,1.0
4839,11.8
4840,1.0
4841,6.6
4842,1.0
4843,0.0
4844,1.0
4845,13.0
4846,2.0
4847,0.0
4848,17.2
4849,4.6
4850,11.4
4851,9.6
4852,1.0
4853,1.0
4854,1.0
4855,2.4
4856,2.4
4857,0.0
4858,3.8
4859,1.0
4860,11.0
4861,5.6
4862,0.0
4863,1.8
4864,0.0
4865,1.75
4866,13.5
4867,55.2
4868,1.6
4869,2.0
4870,2.0
4871,7.8
4872,1.0
4873,6.2
4874,3.0
4875,11.2
4876,2.0
4877,3.8
4878,1.0
4879,4.6
4880,4.4
4881,4.0
4882,1.0
4883,0.0
4884,1.8
4885,2.0
4886,1.0
4887,13.0
4888,2.0
4889,2.8
4890,1.6
4891,1.3333333333333333
4892,2.8
4893,6.8
4894,42.0
4895,1.8
4896,9.2
4897,1.0
4898,33.5
4899,2.6
4900,8.4
4901,1.0
4902,1.0
4903,1.2
4904,5.6
4905,1.5
4906,13.8
4907,6.2
4908,1.0
4909,0.0
4910,0.0
4911,1.0
4912,2.8
4913,7.4
4914,12.2
4915,10.4
4916,1.0
4917,0.0
4918,20.2
4919,29.8
4920,1.0
4921,1.6
4922,1.0
4923,20.2
4924,4.2
4925,4.0
4926,2.0
4927,2.8
4928,3.2
4929,2.0
4930,1.0
4931,16.4
4932,3.0
4933,0.0
4934,0.0
4935,3.2
4936,1.0
4937,1.8
4938,1.0
4939,1.0
4940,2.4
4941,13.0
4942,0.0
4943,2.0
4944,1.0
4945,4.6
4946,43.8
4947,12.0
4948,10.8
4949,10.2
4950,3.2
4951,1.0
4952,9.6
4953,10.2
4954,10.6
4955,4.2
4956,4.4
4957,1.0
4958,5.6
4959,1.0
4960,4.0
4961,0.0
4962,3.0
4963,1.2
4964,10.0
4965,20.0
4966,1.0
4967,1.8
4968,5.8
4969,2.6
4970,4.0
4971,4.0
4972,3.0
4973,1.0
4974,19.8
4975,5.8
4976,3.6
4977,1.6
4978,1.8
4979,1.0
4980,1.0
4981,0.0
4982,2.0
4983,0.0
4984,1.0
4985,2.0
4986,7.8
4987,1.0
4988,11.2
4989,1.0
4990,0.0
4991,1.0
4992,1.0
4993,2.0
4994,3.8
4995,9.6
4996,4.8
4997,6.2
4998,2.0
4999,2.4
5000,1.4
5001,66.8
5002,12.2
5003,3.6
5004,10.8
5005,1.0
5006,0.0
5007,3.0
5008,1.0
5009,1.0
5010,1.0
5011,6.2
5012,1.0
5013,9.0
5014,5.6
5015,11.4
5016,7.4
5017,14.0
5018,22.0
5019,54.4
5020,26.0
5021,1.0
5022,1.0
5023,1.0
5024,15.0
5025,1.0
5026,22.4
5027,16.6
5028,3.6
5029,2.0
5030,1.0
5031,6.8
5032,1.0
5033,4.6
5034,4.2
5035,1.0
5036,1.0
5037,4.0
5038,2.2
5039,0.0
5040,5.0
5041,1.4
5042,0.0
5043,0.0
5044,6.0
5045,0.0
5046,8.6
5047,2.0
5048,5.0
5049,0.0
5050,1.8
5051,0.0
5052,2.2
5053,38.25
5054,1.0
5055,16.4
5056,2.0
5057,5.0
5058,0.0
5059,6.8
5060,11.6
5061,6.8
5062,1.6
5063,4.0
5064,7.333333333333333
5065,1.0
5066,7.0
5067,1.0
5068,17.0
5069,3.5
5070,8.0
5071,3.0
5072,8.8
5073,1.8
5074,1.0
5075,29.6
5076,3.0
5077,6.8
5078,17.4
5079,22.6
5080,3.0
5081,4.4
5082,5.8
5083,9.6
5084,4.0
5085,3.0
5086,4.6
5087,6.8
5088,4.0
5089,4.2
5090,15.6
5091,9.6
5092,0.0
