geneID,essential,,geneID2,essential
REX1BD,NE,,PSD,0
REX1BD,NE,,CTDP1,1
CRLF1,NE,,YBX3,1
CRLF1,NE,,STYK1,0
CRLF1,NE,,WNK1,1
CRLF1,NE,,CCAR1,1
CRLF1,NE,,OGFR,1
CRLF1,NE,,GNA15,0
CRLF1,NE,,CREB3L3,0
OSBPL7,E,,PIGV,1
OSBPL7,NE,,PTPRU,0
OSBPL7,NE,,SNRNP40,1
OSBPL7,NE,,RIMBP2,0
OSBPL7,NE,,COL11A1,1
OSBPL7,NE,,QSER1,0
OSBPL7,NE,,MPC1,0
TMEM98,NE,,ACAA1,1
TMEM98,NE,,BCAT1,1
TMEM98,NE,,HDAC7,1
TMEM98,NE,,LZTS1,0
TMEM98,NE,,PRDM6,0
TMEM98,NE,,WNT8A,0
TMEM98,NE,,SPAG4,1
YBX2,E,,NCKAP1,1
YBX2,NE,,MRPS35,1
YBX2,NE,,GUCY1B1,0
YBX2,NE,,SFSWAP,1
YBX2,NE,,TNK2,0
YBX2,NE,,MON2,1
YBX2,NE,,CDH3,1
YBX2,NE,,ARSF,0
KRT33A,NE,,GPBP1,1
KRT33A,NE,,DGAT2,0
KRT33A,NE,,ZNF112,1
KRT33A,NE,,CS,1
KRT33A,NE,,LTK,1
KRT33A,NE,,MRPS24,1
KRT33A,NE,,ELMO2,1
MAP3K14,NE,,WAPL,1
ABCC8,NE,,VMP1,1
ABCC8,NE,,APPBP2,1
ABCC8,NE,,POLD1,1
ABCC8,NE,,SEZ6,0
ABCC8,NE,,EIF4B,1
ABCC8,NE,,SLC6A16,0
ABCC8,NE,,BICRA,0
CACNG3,NE,,SPHK2,0
CACNG3,NE,,RPL18,1
CACNG3,NE,,CA11,0
CACNG3,NE,,ISOC2,0
CACNG3,NE,,U2AF2,1
CACNG3,NE,,EPN1,0
CACNG3,NE,,MED29,1
TMEM132A,NE,,GSC2,1
TMEM132A,NE,,ZNF275,0
TMEM132A,NE,,MTMR1,0
TMEM132A,NE,,GPC1,0
TMEM132A,NE,,ADCK1,1
TMEM132A,NE,,HAGH,0
TMEM132A,NE,,RNF4,1
AP2B1,E,,CASP8,0
AP2B1,E,,LIMCH1,0
AP2B1,NE,,INTS13,1
AP2B1,NE,,TM7SF3,0
AP2B1,NE,,DLX3,0
AP2B1,NE,,SPA17,1
AP2B1,NE,,TSPAN32,0
AP2B1,NE,,CCN5,0
AP2B1,NE,,DMRT3,0
TAC1,NE,,ST3GAL6,1
TAC1,NE,,ATP2C2,1
TAC1,NE,,NGFR,0
TAC1,NE,,CDON,0
TAC1,NE,,TAF2,1
TAC1,NE,,HIPK2,1
TAC1,NE,,TNPO3,1
ZNF263,E,,RFXANK,0
ZNF263,NE,,TMEM161A,0
ZNF263,NE,,LPAR2,1
ZNF263,NE,,CTSA,0
ZNF263,NE,,SUGP2,1
ZNF263,NE,,SLC12A2,0
ZNF263,NE,,SNX24,0
ZNF263,NE,,EYA2,0
CX3CL1,E,,CNN2,1
CX3CL1,NE,,ABCA7,0
CX3CL1,NE,,SNCAIP,1
CX3CL1,NE,,DDX20,1
CX3CL1,NE,,BTBD1,1
CX3CL1,NE,,FAR2,0
CX3CL1,NE,,BCAS1,1
SPATA20,NE,,POU1F1,0
SPATA20,NE,,CHI3L2,1
SPATA20,NE,,SBNO2,0
SPATA20,NE,,PMS1,1
SPATA20,NE,,HMG20B,0
SPATA20,NE,,CALCRL,0
SPATA20,NE,,TAF11,1
CACNA1G,NE,,ANKS1A,0
CACNA1G,NE,,AP3D1,1
CACNA1G,NE,,ZNF76,1
CACNA1G,NE,,SLC9A3R2,1
CACNA1G,NE,,NTHL1,0
CACNA1G,NE,,UHRF1BP1,0
CACNA1G,NE,,GNAI3,0
TNFRSF12A,E,,IPO5,1
TNFRSF12A,NE,,OAT,0
TNFRSF12A,NE,,WDR3,1
TNFRSF12A,NE,,PKN2,1
TNFRSF12A,NE,,WDR18,1
TNFRSF12A,NE,,TRAM2,1
TNFRSF12A,NE,,NTN1,0
TNFRSF12A,NE,,GLP2R,0
DLX6,E,,MCM10,1
DLX6,NE,,DGKA,1
DLX6,NE,,ERBB3,1
DLX6,NE,,ROPN1,1
DLX6,NE,,ANKRD44,0
DLX6,NE,,KARS1,1
DLX6,NE,,ADAT1,0
DLX6,NE,,PDIA5,0
MAP3K9,E,,TBC1D22B,0
MAP3K9,E,,NDUFB4,1
MAP3K9,NE,,SPEN,1
MAP3K9,NE,,MYLK,1
MAP3K9,NE,,ZC3H15,1
MAP3K9,NE,,MAP2K4,1
MAP3K9,NE,,PACC1,1
MAP3K9,NE,,SNAP91,0
RALA,E,,SLK,1
RALA,NE,,CYB5R4,1
RALA,NE,,COL17A1,1
RALA,NE,,GSTO2,0
RALA,NE,,SEC61A2,0
RALA,NE,,PRKCQ,1
RALA,NE,,TLE2,1
BAIAP2L1,NE,,ASB1,0
BAIAP2L1,NE,,FAM107B,0
BAIAP2L1,NE,,ME1,0
BAIAP2L1,NE,,TBC1D1,1
BAIAP2L1,NE,,CDK13,1
BAIAP2L1,NE,,MTHFD2,1
BAIAP2L1,NE,,SLC9A7,0
KDM7A,NE,,FOXJ2,0
KDM7A,NE,,YBX1,1
KDM7A,NE,,PDE4A,1
ETV1,NE,,PPP2R5A,1
ETV1,NE,,CTNNA2,0
ETV1,NE,,ELAVL1,0
ETV1,NE,,TIE1,1
ETV1,NE,,DIP2B,0
ETV1,NE,,SMARCD1,1
ETV1,NE,,KDM4A,1
AGK,E,,NFYC,1
AGK,NE,,ZMYND12,0
AGK,NE,,SLC9A3,0
AGK,NE,,NGEF,0
AGK,NE,,ASPM,1
AGK,NE,,CD84,0
AGK,NE,,ELOVL1,1
AGK,NE,,SPI1,1
TTC22,NE,,POLR1H,1
TTC22,NE,,MPPED2,0
TTC22,NE,,CLDN18,0
TTC22,NE,,ZBTB11,1
TTC22,NE,,ATXN3,1
TTC22,NE,,GOLGA5,0
TTC22,NE,,FGFR2,1
PHTF2,NE,,LRRC40,0
PHTF2,NE,,ISOC1,0
PHTF2,NE,,EML1,0
PHTF2,NE,,TRMT11,0
PHTF2,NE,,THUMPD1,0
PHTF2,NE,,MSANTD3,0
PHTF2,NE,,KIF26A,0
CCL26,E,,ATG2B,0
CCL26,NE,,ARFGEF1,0
CCL26,NE,,ACSM2B,1
CCL26,NE,,ZFAT,0
CCL26,NE,,MTFR1,1
CCL26,NE,,STAG3,1
CCL26,NE,,FECH,1
CCL26,NE,,MYO9A,0
FARP2,NE,,DDX3Y,1
FARP2,NE,,PFKP,1
FARP2,NE,,IDI1,1
FARP2,NE,,SP100,1
FARP2,NE,,KLF6,0
FARP2,NE,,PLPP1,0
FARP2,NE,,NEO1,0
USH1C,NE,,TRAM1,1
USH1C,NE,,PHKA1,1
USH1C,NE,,TNFRSF1A,1
USH1C,NE,,CACNB1,1
USH1C,NE,,EVI5,0
USH1C,NE,,STOML1,0
USH1C,NE,,PKM,1
GGCT,NE,,DHX29,1
GGCT,NE,,DNTTIP2,1
GGCT,NE,,METTL22,0
GGCT,NE,,TP53BP1,1
GGCT,NE,,TRO,0
GGCT,NE,,RRP15,1
GGCT,NE,,RHOA,1
DBF4,E,,DHX8,1
DBF4,E,,PRKCZ,1
DBF4,NE,,ZFY,0
DBF4,NE,,IARS2,1
DBF4,NE,,SYT1,1
DBF4,NE,,NAV3,1
DBF4,NE,,IDH3G,0
TBXA2R,E,,ROGDI,0
TBXA2R,NE,,PDZD4,0
TBXA2R,NE,,ATP2B3,0
TBXA2R,NE,,ROCK1,1
TBXA2R,NE,,CBFB,1
TBXA2R,NE,,PDK3,0
TBXA2R,NE,,HYAL2,0
TBXA2R,NE,,HDAC4,1
IFRD1,E,,RASSF1,1
IFRD1,NE,,FGFR3,1
IFRD1,NE,,IFI35,1
IFRD1,NE,,HEATR6,1
IFRD1,NE,,COASY,1
IFRD1,NE,,PLEKHH3,0
IFRD1,NE,,MEF2A,0
IFRD1,NE,,OTUD5,1
LGALS14,NE,,TFE3,0
LGALS14,NE,,TBC1D25,0
LGALS14,NE,,ACSL4,1
LGALS14,NE,,INPP5A,1
LGALS14,NE,,GPKOW,1
LGALS14,NE,,GRIPAP1,0
LGALS14,NE,,FTSJ1,1
COX10,E,,PRR11,1
COX10,E,,REEP1,0
COX10,E,,ATP11A,0
COX10,E,,POLR1A,1
COX10,E,,LAPTM4A,0
COX10,E,,TTC7A,1
COX10,E,,IP6K2,1
COX10,NE,,SRBD1,1
COX10,NE,,KIF2A,0
GTF2IRD1,NE,,RASGRP2,1
GTF2IRD1,NE,,PSME4,1
GTF2IRD1,NE,,IFT80,1
GTF2IRD1,NE,,SIRT2,0
GTF2IRD1,NE,,ERLEC1,0
GTF2IRD1,NE,,PPP2R5B,1
GTF2IRD1,NE,,PYGM,1
PAF1,E,,PAGE1,0
PAF1,E,,PITX1,0
PAF1,E,,TRPC7,0
PAF1,E,,MAST4,1
PAF1,E,,ADGRF5,0
PAF1,E,,SDK2,1
PAF1,NE,,ADAM7,0
PAF1,NE,,NUP133,1
VPS41,E,,NUCKS1,0
VPS41,E,,VPS35,1
VPS41,NE,,DNAJA2,1
VPS41,NE,,BCL3,1
VPS41,NE,,KCNAB2,0
VPS41,NE,,ABCC9,0
VPS41,NE,,GAL,0
VPS41,NE,,CLEC2D,0
ARHGAP44,NE,,FUNDC1,0
ARHGAP44,NE,,MAOB,0
ARHGAP44,NE,,RORA,0
ARHGAP44,NE,,DRD4,0
ARHGAP44,NE,,TGFBR3,1
ARHGAP44,NE,,PLA2G10,0
ARHGAP44,NE,,HES2,0
ELAC2,E,,ATP1B3,1
ELAC2,E,,NEDD4,0
ELAC2,E,,PIGB,1
ELAC2,E,,MAPK6,1
ELAC2,E,,GNB5,0
ELAC2,E,,RAB27A,0
ELAC2,E,,HDHD5,0
ELAC2,NE,,UFD1,1
SCIN,NE,,LRP6,1
SCIN,NE,,GUCY2C,1
SCIN,NE,,SCT,0
SCIN,NE,,PHRF1,0
SCIN,NE,,ELP1,1
SCIN,NE,,NUCB2,0
SCIN,NE,,PFN2,0
ARSD,NE,,PTPN3,1
ARSD,NE,,SPTB,0
ARSD,NE,,DAPP1,0
ARSD,NE,,FGF10,1
ARSD,NE,,SLC44A1,0
ARSD,NE,,TMEM260,0
ARSD,NE,,SMG6,1
PNPLA4,E,,EXOC5,1
PNPLA4,NE,,CLTCL1,1
PNPLA4,NE,,FGF22,0
PNPLA4,NE,,FSTL3,0
PNPLA4,NE,,DGCR2,1
PNPLA4,NE,,RNF126,1
PNPLA4,NE,,MNT,1
PNPLA4,NE,,ZXDC,0
MYH13,NE,,JMJD6,1
MYH13,NE,,POLB,1
MYH13,NE,,ST6GALNAC1,0
MYH13,NE,,WIPI1,0
MYH13,NE,,FRMPD1,1
MYH13,NE,,GBA2,0
MYH13,NE,,NDST1,1
ADIPOR2,NE,,ASNS,1
ADIPOR2,NE,,AP3M2,0
ADIPOR2,NE,,CNGB1,1
ADIPOR2,NE,,ST6GALNAC2,1
ADIPOR2,NE,,CHAT,0
ADIPOR2,NE,,PABPC1,1
ADIPOR2,NE,,TESK2,1
CDKL3,E,,CFAP20,1
CDKL3,E,,CSNK2A2,1
CDKL3,E,,PTPN21,0
CDKL3,NE,,EIF2B3,1
CDKL3,NE,,CAMK2A,1
CDKL3,NE,,TCOF1,1
CDKL3,NE,,CDC42,1
CDKL3,NE,,OSBPL3,0
CDKL3,NE,,EPHA8,0
UPP2,NE,,SLC12A3,0
UPP2,NE,,RAD18,0
UPP2,NE,,ATP2B1,1
UPP2,NE,,TRPM5,1
UPP2,NE,,NCK2,0
UPP2,NE,,MAP4K4,1
UPP2,NE,,MGAT4A,0
PRSS21,NE,,RPL31,1
PRSS21,NE,,WDR1,1
PRSS21,NE,,SNX13,0
PRSS21,NE,,MS4A12,0
PRSS21,NE,,ARHGAP10,0
PRSS21,NE,,RPS6KA2,1
PRSS21,NE,,ING3,1
MARK4,E,,VASH1,0
MARK4,NE,,LMCD1,0
MARK4,NE,,BUD23,1
MARK4,NE,,SEL1L,1
MARK4,NE,,TRIP13,1
MARK4,NE,,ATP6AP1,1
MARK4,NE,,TCF3,1
PROM1,E,,TRIB2,0
PROM1,NE,,DAZAP1,1
PROM1,NE,,MBD3,1
PROM1,NE,,PRLH,1
PROM1,NE,,HLTF,1
PROM1,NE,,FAM50A,1
PROM1,NE,,FAM3A,0
PROM1,NE,,CPSF1,1
CCDC124,NE,,MYO3B,1
CCDC124,NE,,CYBRD1,1
CCDC124,NE,,CDH19,0
CCDC124,NE,,PDCD2,1
CCDC124,NE,,SLC6A15,0
CCDC124,NE,,RDH11,0
CCDC124,NE,,PRKACA,1
CEACAM21,NE,,ADGRL1,1
CEACAM21,NE,,SPP2,0
CEACAM21,NE,,ACTN1,1
CEACAM21,NE,,ZFYVE26,0
CEACAM21,NE,,RPS6KA6,1
CEACAM21,NE,,EPN2,0
CEACAM21,NE,,PTPN18,0
PAFAH1B1,E,,LIMS2,1
PAFAH1B1,E,,ASIC4,0
PAFAH1B1,E,,SPEG,0
PAFAH1B1,E,,LNX1,0
PAFAH1B1,E,,ALDH3A2,0
PAFAH1B1,E,,TFRC,1
PAFAH1B1,E,,SREBF1,1
PAFAH1B1,E,,TRPC5,0
PAFAH1B1,NE,,AFF4,1
NOS2,NE,,UBE2D1,1
NOS2,NE,,MPP5,1
NOS2,NE,,RHOBTB1,0
NOS2,NE,,SMC1A,1
NOS2,NE,,HSD17B10,1
NOS2,NE,,MARK2,1
NOS2,NE,,HMMR,1
DNAH9,NE,,CHFR,0
DNAH9,NE,,TRHDE,0
DNAH9,NE,,P4HA2,1
DNAH9,NE,,FCGR2B,1
DNAH9,NE,,NFATC3,0
DNAH9,NE,,TRNT1,1
DNAH9,NE,,ACADVL,0
KIAA0100,E,,STK10,0
KIAA0100,E,,FBXW11,1
KIAA0100,E,,ACAP1,0
KIAA0100,NE,,CRMP1,0
KIAA0100,NE,,EVC,0
KIAA0100,NE,,DERL2,1
KIAA0100,NE,,SIDT1,0
KIAA0100,NE,,NDE1,1
SLC13A2,E,,IRAG1,0
SLC13A2,NE,,TMEM38A,0
SLC13A2,NE,,AP1M1,1
SLC13A2,NE,,PVR,0
SLC13A2,NE,,XRCC1,1
SLC13A2,NE,,SCARB1,0
SLC13A2,NE,,CYP2W1,0
SLC13A2,NE,,MCM2,1
GAS7,E,,MOV10L1,0
GAS7,NE,,PANX2,0
GAS7,NE,,SELENOO,0
GAS7,NE,,TP63,0
GAS7,NE,,ALPK1,1
GAS7,NE,,LLGL2,0
GAS7,NE,,PDE8A,0
TRAPPC6A,NE,,CLCN4,0
TRAPPC6A,NE,,NLE1,1
TRAPPC6A,NE,,SDHA,1
TRAPPC6A,NE,,SMARCE1,1
TRAPPC6A,NE,,FNDC8,1
TRAPPC6A,NE,,GSDMB,0
TRAPPC6A,NE,,KDM5A,0
MATK,NE,,ADAM11,1
MATK,NE,,PPP2R3A,1
MATK,NE,,FERMT2,1
MATK,NE,,ABCB11,0
MATK,NE,,DHRS9,0
MATK,NE,,CD5L,0
MATK,NE,,PTGS2,0
CEACAM7,NE,,IGF2BP2,0
CEACAM7,NE,,MAP3K13,1
CEACAM7,NE,,ST6GAL1,0
CEACAM7,NE,,TBX21,1
CEACAM7,NE,,FRY,0
CEACAM7,NE,,PICALM,0
CEACAM7,NE,,NSF,1
CD79B,E,,GLI2,1
CD79B,NE,,CLASP1,1
CD79B,NE,,MRPS34,1
CD79B,NE,,NOTCH3,0
CD79B,NE,,CLNS1A,1
CD79B,NE,,PPP2R2C,0
CD79B,NE,,TEAD2,1
SCN4A,E,,EED,1
SCN4A,NE,,CDHR2,0
SCN4A,NE,,SNCB,1
SCN4A,NE,,TSG101,1
SCN4A,NE,,NCBP3,0
SCN4A,NE,,ATP2A3,1
ST7L,NE,,CA12,1
ST7L,NE,,MGLL,0
ST7L,NE,,NTN4,0
ST7L,NE,,BCS1L,1
ST7L,NE,,NUAK1,1
ST7L,NE,,DPP8,0
ST7L,NE,,SLC24A1,0
TKTL1,NE,,ZNF532,1
TKTL1,NE,,SCARF1,1
TKTL1,NE,,LMAN1,0
TKTL1,NE,,HACD3,0
TKTL1,NE,,IPCEF1,0
TKTL1,NE,,ZZEF1,0
TKTL1,NE,,NOX3,0
PAX6,NE,,ENO1,1
PAX6,NE,,SLC12A1,0
PAX6,NE,,MYDGF,0
PAX6,NE,,ANO8,0
PAX6,NE,,TUBE1,1
PAX6,NE,,ARHGEF10L,0
PAX6,NE,,TXK,1
RPUSD1,NE,,WSCD2,0
RPUSD1,NE,,KCNQ2,0
RPUSD1,NE,,TACR2,1
RPUSD1,NE,,ACTR6,1
RPUSD1,NE,,TIPIN,0
RPUSD1,NE,,SRI,1
RPUSD1,NE,,EIF4G3,0
RHBDF1,E,,NUP37,1
RHBDF1,NE,,SEMA3A,0
RHBDF1,NE,,GTSE1,1
RHBDF1,NE,,SEMA3C,0
RHBDF1,NE,,TTC38,0
RHBDF1,NE,,ACAT1,0
RHBDF1,NE,,GRAMD4,0
RHBDF1,NE,,CELSR1,1
LUC7L,NE,,WNT8B,1
LUC7L,NE,,ZNF638,1
LUC7L,NE,,SLC25A40,0
LUC7L,NE,,TIMM21,0
LUC7L,NE,,ADD2,0
LUC7L,NE,,FGF4,0
LUC7L,NE,,RASAL2,0
CACNA2D2,E,,VPS9D1,1
CACNA2D2,NE,,ZNF37A,0
CACNA2D2,NE,,MARK3,1
CACNA2D2,NE,,SLC25A3,1
CACNA2D2,NE,,FNDC3B,1
CACNA2D2,NE,,FOSL2,1
CACNA2D2,NE,,CACNG5,0
CACNA2D2,NE,,CACNG4,1
BAIAP3,NE,,FRYL,1
BAIAP3,NE,,TMEM131,0
BAIAP3,NE,,FSCN1,0
BAIAP3,NE,,ACTB,1
BAIAP3,NE,,MOCOS,0
BAIAP3,NE,,PLD1,1
BAIAP3,NE,,ATP12A,0
TSR3,E,,WDR62,1
TSR3,NE,,DLG1,1
TSR3,NE,,RAB7A,1
TSR3,NE,,BCAP29,0
TSR3,NE,,SEC31B,0
TSR3,NE,,SART3,1
TSR3,NE,,ARHGAP15,1
TSR3,NE,,TUBA3D,0
PIGQ,E,,PAX2,0
PIGQ,NE,,EXOSC7,1
PIGQ,NE,,KIFAP3,0
PIGQ,NE,,MKRN2,0
PIGQ,NE,,MCM6,1
PIGQ,NE,,REXO2,1
PIGQ,NE,,RBM7,0
PIGQ,NE,,RBMS2,0
CRAMP1,NE,,BAZ2A,1
TEAD3,E,,PTPN23,1
TEAD3,NE,,MLH1,1
TEAD3,NE,,UNG,0
TEAD3,NE,,FMO4,0
TEAD3,NE,,KLHL20,0
TEAD3,NE,,RGS11,0
TEAD3,NE,,SLC46A1,0
TEAD3,NE,,PLXNA2,0
SELE,E,,SPAG5,1
SELE,NE,,ANKRD13A,0
SELE,NE,,TPD52,0
SELE,NE,,ACACB,0
SELE,NE,,TRAF4,1
SELE,NE,,PAG1,0
SELE,NE,,GPATCH1,1
SELE,NE,,ICAM3,0
DNAJC11,E,,NT5C2,0
DNAJC11,E,,MCAM,0
DNAJC11,E,,GPC4,0
DNAJC11,E,,MBNL3,0
DNAJC11,E,,CAMSAP3,0
DNAJC11,E,,RAP1GAP,1
DNAJC11,NE,,XAB2,1
DNAJC11,NE,,ARHGEF1,0
DNAJC11,NE,,STXBP2,0
FMO3,NE,,MAP2K7,0
FMO3,NE,,NMRK2,0
FMO3,NE,,DGKD,1
FMO3,NE,,CTTNBP2,1
FMO3,NE,,ACTL6B,0
FMO3,NE,,RARB,1
FMO3,NE,,TOP2B,1
MYLIP,E,,TM9SF3,1
MYLIP,E,,NFKB2,0
MYLIP,E,,UBE2T,1
MYLIP,NE,,PPP1R12B,1
MYLIP,NE,,DNAJC10,0
MYLIP,NE,,GTF3C1,1
MYLIP,NE,,IL4R,0
MYLIP,NE,,USP33,0
MYLIP,NE,,PAK3,1
MYLIP,NE,,CAPN6,0
NOX1,E,,DCX,1
NOX1,NE,,SNRPA,1
NOX1,NE,,SPAG6,0
NOX1,NE,,EXOSC5,1
NOX1,NE,,DYNC1I2,1
NOX1,NE,,APBB1IP,0
NOX1,NE,,LRCH4,0
E2F2,NE,,FAM76B,1
E2F2,NE,,SIRT6,0
E2F2,NE,,TYR,0
E2F2,NE,,POLD3,1
E2F2,NE,,ACTN2,0
E2F2,NE,,CAPZB,1
E2F2,NE,,GPR137B,0
PSMB1,E,,NAALAD2,0
PSMB1,E,,JADE1,0
PSMB1,E,,SLC25A43,0
PSMB1,E,,UBE2A,1
PSMB1,E,,FGFR1,1
PSMB1,E,,FKBP6,1
PSMB1,E,,SMC1B,0
PSMB1,E,,FBLN1,0
SYN1,NE,,ITGA8,0
SYN1,NE,,CST7,0
SYN1,NE,,MAP2,0
SYN1,NE,,PIAS2,0
SYN1,NE,,AMPH,1
SYN1,NE,,ARAF,1
SYN1,NE,,MCCC1,1
JARID2,NE,,LAMP3,0
JARID2,NE,,FAP,1
JARID2,NE,,NEBL,0
JARID2,NE,,ACER3,0
JARID2,NE,,UBE2K,1
JARID2,NE,,PIK3C3,1
JARID2,NE,,N4BP2,0
CDKL5,E,,TIGAR,0
CDKL5,NE,,TULP3,0
CDKL5,NE,,SYNJ2,0
CDKL5,NE,,ADCY2,0
CDKL5,NE,,PPP2R5C,1
CDKL5,NE,,RBFOX1,1
CDKL5,NE,,GNB1,1
CAMK1G,E,,HOXA9,0
CAMK1G,NE,,EDN1,0
CAMK1G,NE,,MLLT10,1
CAMK1G,NE,,ZCWPW1,1
CAMK1G,NE,,ADCYAP1R1,0
CAMK1G,NE,,FGF20,1
CAMK1G,NE,,P2RY10,0
CDK11A,E,,ITM2A,1
CDK11A,E,,NRDC,0
CDK11A,NE,,VDAC3,0
CDK11A,NE,,PCM1,1
CDK11A,NE,,TNRC6C,1
CDK11A,NE,,CBFA2T2,0
CDK11A,NE,,BRINP1,0
CDK11A,NE,,ITCH,0
NADK,E,,PKD2L2,0
NADK,E,,TP53INP2,0
NADK,E,,SDF4,0
NADK,E,,MYH7B,0
NADK,NE,,BPIFB2,0
NADK,NE,,TP73,0
NADK,NE,,TOLLIP,0
NADK,NE,,UBE2D4,1
NADK,NE,,CLUL1,0
TFAP2B,NE,,RUNX1T1,0
TFAP2B,NE,,CDH17,0
TFAP2B,NE,,THOC1,1
TFAP2B,NE,,FKBP7,0
TFAP2B,NE,,OSBPL6,0
TFAP2B,NE,,SLC1A3,0
TFAP2B,NE,,XRCC5,1
TFAP2D,NE,,LXN,0
TFAP2D,NE,,SP140,0
TFAP2D,NE,,MKNK1,1
TFAP2D,NE,,TNS1,0
TFAP2D,NE,,REXO1,1
TFAP2D,NE,,SAR1A,1
TFAP2D,NE,,CDC14A,1
DLEC1,NE,,RAPGEF3,0
DLEC1,NE,,CEACAM1,0
DLEC1,NE,,SENP1,0
DLEC1,NE,,DUSP13,0
DLEC1,NE,,CIC,0
DLEC1,NE,,LIPE,0
DLEC1,NE,,FDFT1,1
CYTH3,NE,,PAFAH1B3,0
CYTH3,NE,,OPHN1,0
CYTH3,NE,,AFM,0
CYTH3,NE,,KIF22,1
CYTH3,NE,,SCGN,0
CYTH3,NE,,CARMIL1,0
CYTH3,NE,,PGM1,0
ADAM22,E,,DDX1,1
ADAM22,NE,,DNM2,1
ADAM22,NE,,EPB41L2,0
ADAM22,NE,,RIMS1,1
ADAM22,NE,,MOXD1,0
ADAM22,NE,,STX7,0
ADAM22,NE,,RABL2B,0
ADAM22,NE,,KEAP1,1
SYPL1,NE,,DDX43,1
SYPL1,NE,,PTPRH,1
SYPL1,NE,,DCT,0
SYPL1,NE,,SLC35C2,0
SYPL1,NE,,CRYBG3,0
SYPL1,NE,,EPHA6,1
SYPL1,NE,,SCTR,0
CYB561,NE,,RFX3,0
CYB561,NE,,RIF1,1
CYB561,NE,,RAB21,1
CYB561,NE,,SLC4A4,1
CYB561,NE,,SMARCA2,1
CYB561,NE,,RDH8,1
SPAG9,NE,,SESN1,1
SPAG9,NE,,MID2,0
SPAG9,NE,,DNAAF6,0
SPAG9,NE,,COL5A3,1
SPAG9,NE,,SRCAP,1
SPAG9,NE,,PUM3,1
SPAG9,NE,,CPB2,1
CELSR3,E,,CHRNA3,0
CELSR3,NE,,KCNN2,0
CELSR3,NE,,CNOT4,1
CELSR3,NE,,PSEN1,1
CELSR3,NE,,CPOX,1
CELSR3,NE,,CLDND1,0
CELSR3,NE,,MOK,1
AASS,NE,,HSP90AA1,1
AASS,NE,,RBL1,1
AASS,NE,,DLGAP4,0
AASS,NE,,IGSF9B,0
AASS,NE,,CFHR2,0
AASS,NE,,NDC80,1
AASS,NE,,AP4E1,1
PLEKHG6,NE,,RSBN1,1
PLEKHG6,NE,,MAGI3,0
PLEKHG6,NE,,CXCL2,0
PLEKHG6,NE,,AFP,1
PLEKHG6,NE,,COL4A4,0
PLEKHG6,NE,,TCF7,1
PLEKHG6,NE,,OSTM1,0
SS18L2,E,,CDH7,1
SS18L2,E,,IMPG2,0
SS18L2,E,,PCNP,1
SS18L2,E,,EXD2,0
SS18L2,NE,,ARG2,1
SS18L2,NE,,MEF2C,1
MPND,NE,,PTPRC,1
MPND,NE,,CACNA1S,0
MPND,NE,,PKP1,0
MPND,NE,,UBA5,1
MPND,NE,,STK17B,1
MPND,NE,,CDC14B,1
MPND,NE,,ZNF510,0
MGST1,NE,,LRP2,0
MGST1,NE,,ZNF506,0
MGST1,NE,,JMJD4,0
MGST1,NE,,DUSP12,1
MGST1,NE,,AACS,0
MGST1,NE,,DELE1,0
MGST1,NE,,SLC13A1,0
CRY1,E,,CADPS2,0
CRY1,NE,,PCDHB4,0
CRY1,NE,,PCDHA6,0
CRY1,NE,,PCDHGA2,0
CRY1,NE,,HSPB11,0
CRY1,NE,,PHLPP1,0
CRY1,NE,,ATP8B1,0
CRY1,NE,,IL12RB2,0
PGLYRP1,NE,,SMARCD3,0
PGLYRP1,NE,,WDR70,1
PGLYRP1,NE,,FYB1,0
PGLYRP1,NE,,MPP4,1
PGLYRP1,NE,,STRADB,1
PGLYRP1,NE,,BZW1,1
PGLYRP1,NE,,PGR,1
NFIX,NE,,C1QTNF3,0
NFIX,NE,,ME2,0
NFIX,NE,,C5orf22,1
NFIX,NE,,CCNT2,1
NFIX,NE,,FAM135A,0
NFIX,NE,,COL19A1,1
NFIX,NE,,EPB41L3,0
ST3GAL1,NE,,COBLL1,1
ST3GAL1,NE,,DLG3,1
ST3GAL1,NE,,KCNK2,0
ST3GAL1,NE,,SERTAD4,0
ST3GAL1,NE,,TRAF5,0
MMP25,NE,,MRPL22,1
MMP25,NE,,GEMIN5,1
MMP25,NE,,OPRK1,0
MMP25,NE,,NFE2L1,0
MMP25,NE,,SEMA5B,0
MMP25,NE,,GSK3B,1
MMP25,NE,,ITGB5,1
IL32,NE,,ERC1,0
IL32,NE,,XPO1,1
IL32,NE,,RNF13,0
IL32,NE,,TRPM3,0
IL32,NE,,PALB2,1
IL32,NE,,DOP1A,0
IL32,NE,,LYRM2,0
PKD1,NE,,BCKDHB,0
PKD1,NE,,KAT6A,1
PKD1,NE,,TUT7,0
PKD1,NE,,ULK2,1
PKD1,NE,,GRHL2,1
PKD1,NE,,TNPO1,1
PKD1,NE,,PLOD1,1
MAPK8IP2,NE,,P2RX5,0
MED24,E,,ITGAE,1
MED24,E,,DIS3,1
MED24,E,,PIBF1,0
MED24,NE,,TDRD3,0
MED24,NE,,NUFIP1,1
MED24,NE,,PDS5B,1
MED24,NE,,OXCT1,1
RHOBTB2,NE,,RRAGB,0
RHOBTB2,NE,,EPYC,0
RHOBTB2,NE,,CYLD,1
RHOBTB2,NE,,SLC27A5,1
RHOBTB2,NE,,ZNF324,1
