geneID,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
ETV7,0.2282,0.6797,2.1707,5.0367,3.444,0.2898,0.1592,4.4137,0.6362,2.7085,7.0371
SPRTN,0,0,0,0,0,0,0,0,0,0,0
EEF1AKNMT,0,0,0,0,0,0,0,0,0,0,0
DYRK4,13.2976,11.2859,9.3899,8.7558,10.3202,8.1902,12.9182,7.9395,9.6003,7.0428,8.2718
ZNF207,35.4128,38.3895,48.901,54.7975,60.7997,39.1939,31.5492,56.4116,48.611,49.0797,58.0553
UQCRC1,87.6053,91.2379,81.193,85.6418,98.6014,83.8682,126.7346,79.3945,74.3601,84.5928,88.9412
STARD3NL,19.4991,16.8618,15.6252,20.2932,21.4183,18.4476,12.7443,17.6575,19.3404,14.9815,16.0432
CD9,204.1181,207.6539,259.7734,378.988,465.5776,160.0957,147.5014,397.365,110.5555,388.8838,357.7505
HHATL,0.064,0.2484,0.1609,0.1428,0.1121,0.1531,0.143,0.3747,0.1116,0.1573,0.0265
NCAPD2,9.2776,12.2819,11.3115,15.5238,12.6664,10.324,9.9259,10.1395,9.9518,11.7524,12.2389
IFFO1,25.7123,24.3336,23.277,14.1548,18.3971,19.0263,21.142,18.5068,16.5005,12.2274,23.0608
GIPR,0.0422,0.3155,2.8834,9.3916,5.5892,0.1512,0.1765,5.9214,0.3968,5.3672,8.6922
PHF7,4.5368,4.9562,6.1379,6.3704,5.487,5.2777,4.1134,6.5457,3.0384,5.2334,6.1699
SEMA3G,6.0008,3.0718,8.4183,3.8986,6.5773,7.065,2.4633,8.0307,7.0626,4.3923,5.1976
NISCH,61.2044,42.325,79.1182,92.2651,77.4989,42.5781,34.2531,96.7405,42.9384,89.3823,85.7527
STAB1,29.958,55.7782,86.4048,36.4708,45.5239,25.8076,24.7103,63.8394,59.3361,37.6934,63.949
FUZ,12.9349,14.6567,16.9857,15.1457,14.8591,10.8079,10.4435,18.6729,12.9885,10.0287,14.4549
SLC6A13,0.0276,0.023,0.0298,0.0555,0.0544,0.1363,0.0694,0.0404,0.1445,0.0452,0.1201
IDS,39.2319,41.7857,37.6765,32.1309,29.8524,35.1048,32.2102,36.505,27.1097,37.2106,36.6328
PRSS3,0.7979,1.7015,2.9515,6.6365,8.1044,1.1508,1.8302,4.3306,1.3058,3.4078,5.7299
ZNF200,1.9129,1.9395,2.2361,3.2458,2.7251,1.5164,1.9244,2.3321,2.4272,2.7597,2.8828
CD4,4.1013,4.1902,15.2735,15.221,23.137,2.1819,3.414,20.7229,4.2627,16.1504,39.2907
LRRC23,4.8357,8.0799,5.8208,4.8203,4.9469,4.3781,8.2186,5.8954,4.0898,4.5603,9.3029
BTK,1.5525,1.7118,2.6224,3.9134,2.0591,2.3149,1.1633,3.0761,2.5632,1.6856,3.8561
HFE,3.418,4.949,5.8114,6.7307,9.6278,3.0129,2.7178,7.1917,1.7268,4.1501,8.5139
SCMH1,37.7625,34.7356,35.665,26.131,20.8627,40.862,56.6222,21.8528,30.8357,24.8215,25.8752
FYN,33.8504,31.3179,29.0469,10.6331,10.4318,37.9987,20.9273,24.157,43.7873,22.3315,15.1755
HIVEP2,4.2607,4.1806,5.5386,6.6393,6.7382,5.6022,2.9214,5.5121,6.6529,7.6154,6.9427
FMO1,0.2007,0.6507,0.3675,0.0805,0.158,1.0077,0.1849,0.3132,0.2308,0.115,0.1496
ELOA,0,0,0,0,0,0,0,0,0,0,0
LYPLA2,15.0284,17.3214,24.4198,40.3868,54.4505,13.8275,12.6958,37.4377,19.4783,33.317,43.3326
CLCN6,9.2596,10.0697,10.3058,8.4403,9.5186,9.4657,9.164,8.9058,10.0532,9.3905,8.9412
MRC2,7.2704,5.8549,8.0526,18.9387,42.3288,11.8239,8.7186,18.4251,5.443,19.383,36.6038
SLC6A7,0.0114,0.0569,0.0369,0.2137,0.03,0.0409,0.0096,0.0779,0.0597,0.1308,0.0283
TSPAN9,11.6599,15.4088,16.5711,19.0888,25.5363,14.2963,10.0769,19.9608,11.2796,21.1138,20.6435
BTBD7,6.8158,6.4147,6.3856,8.6271,7.3529,6.2594,5.4755,6.5252,5.7549,8.5712,7.5137
APBA3,9.5301,9.9613,10.3917,11.4271,9.1088,9.5018,10.763,10.9725,12.2394,8.9349,13.7512
MKS1,6.3784,6.5727,6.743,10.2848,10.8832,5.0566,5.1871,8.9712,7.0031,5.9499,9.3183
ABHD5,4.0572,7.3093,14.0788,9.9386,9.3738,7.318,3.8183,7.7274,16.0694,7.974,5.1081
ANOS1,0,0,0,0,0,0,0,0,0,0,0
AKAP8L,47.2497,40.8425,50.9531,60.215,63.6847,38.5991,33.9077,51.7721,38.6433,44.5302,57.6786
MBTD1,6.6674,5.688,7.0441,13.0987,9.8852,4.9472,3.5521,10.5931,5.0568,8.9435,8.7826
UTP18,11.7088,11.7678,13.9519,21.8151,16.6461,10.7821,9.123,17.6707,17.5954,16.6678,18.9294
RNF216,16.3524,18.3185,13.3147,11.2604,8.1275,17.7217,16.48,9.7599,16.8855,14.4378,10.0457
TTC19,10.444,10.4975,13.0429,18.8235,16.6651,8.7852,7.6262,14.8215,9.6325,15.6782,17.3722
PTBP1,48.9362,55.204,63.797,88.0512,78.0891,50.3113,42.3985,81.2124,77.2248,69.5622,86.7626
DPF1,0.1034,0.129,0.0557,0.0231,0.2715,0.0773,0.1588,0.0841,0.0721,0.1552,0.0214
SYT7,0.4933,0.6319,1.3786,4.5755,4.3314,0.538,0.4187,2.887,0.7041,2.2486,3.1132
LARS2,3.6039,4.3972,4.5483,6.8722,6.1292,2.8398,4.727,6.3862,5.5093,4.4213,7.3756
PIK3C2A,12.5049,11.3378,12.4642,12.5833,10.6153,13.8426,8.541,11.3526,10.2281,10.2034,9.923
PLAUR,2.5299,4.2419,6.0905,6.0581,8.0083,3.0307,1.9051,3.8567,8.0473,4.9428,7.3401
ANLN,0.5725,0.7585,0.2986,1.7113,3.123,0.6977,0.6667,0.2966,0.3087,0.454,0.6221
WIZ,22.89,28.6728,23.8808,17.9274,18.6092,22.7806,25.7282,17.5823,26.183,18.8311,19.8844
RABGAP1,38.7076,32.7196,28.0188,28.8897,23.2344,36.9161,39.4287,25.2568,30.6663,25.9164,26.6599
DCN,500.8772,717.1201,766.7396,466.9686,625.4667,824.295,406.4526,921.5241,694.7231,693.8977,743.0582
QPCTL,3.9326,4.4207,4.5337,7.9289,7.1972,3.1617,4.2212,7.2209,3.7647,5.5622,7.6815
PPP5C,22.8251,28.5277,33.8269,30.9198,28.5531,22.4013,26.0474,27.165,27.0455,25.4151,31.2676
CEP68,9.9282,12.502,11.2022,12.1722,8.216,10.4611,10.6614,12.6363,10.8229,11.4229,9.5912
MAP4K3,13.7455,13.463,15.6195,16.6543,14.1606,12.2309,9.9129,16.1075,11.8889,15.6179,14.0047
ZBTB32,0.0435,0.1267,0.2579,1.8348,0.2572,0.4099,0.3099,0.5096,0.0911,0.3208,1.0274
TYROBP,18.8432,24.0087,44.4761,35.1576,36.8611,16.5708,18.2596,41.1921,22.0438,22.9322,44.9214
TMEM159,35.7096,36.3657,29.4468,44.2414,39.2633,49.5092,48.4375,40.6107,17.4534,44.8396,47.7392
GABRA3,0.0153,0.0892,0.132,1.2093,0.6435,0.0412,0.0128,0.7322,0.0801,0.7149,1.389
BRCA1,0.9273,1.089,0.8052,0.9925,1.1563,0.8366,1.0436,1.0062,1.1272,0.8113,1.0941
ERCC1,11.5807,11.0352,11.5548,15.3131,13.6842,9.3377,12.3461,14.3125,11.4178,10.9673,14.0901
CD22,0.9073,1.1853,1.368,1.6473,1.1228,2.0452,0.8249,2.0099,2.3718,1.2839,2.8009
SEMA3B,34.2831,23.2162,18.862,39.7199,17.8763,17.0619,20.7121,18.0197,10.9329,16.2355,17.8388
MBTPS2,5.4785,5.8324,6.205,5.3488,4.7772,4.9626,3.8142,4.2212,4.8116,4.9404,4.5086
PRICKLE3,6.9684,9.9823,11.0612,13.7113,15.5343,5.9401,9.2296,10.8742,7.6228,10.7423,16.8826
LTF,0.2904,0.3939,1.1521,1.9832,0.3811,0.5892,0.6271,0.5664,0.7031,0.3628,0.3986
EXTL3,12.6649,11.7649,10.4237,8.5735,8.1027,11.1568,14.6823,6.8301,12.0721,12.6489,8.1307
NR1H4,0.0659,0.9865,1.4022,8.5327,10.7073,0.5024,0.0552,2.0896,0.4481,1.3222,0.962
ELOVL5,19.4413,19.3914,23.0757,17.8968,15.1944,33.4885,14.8042,13.0352,40.043,17.6406,10.224
ALOX5,7.3973,20.6244,65.2607,105.339,160.6376,12.9659,8.5949,146.8127,12.1427,132.2191,107.8238
KDM5D,28.2262,28.3796,29.4939,33.8037,30.886,0.048,0.0448,0.0597,0.04,29.1721,0.038
CALCOCO1,94.175,142.299,139.3238,110.9048,113.3283,128.7818,104.5131,113.8047,111.174,100.5934,78.8952
UBR7,11.978,12.5221,10.6238,11.1879,10.779,11.3606,9.4121,9.6432,11.7277,10.6001,10.1277
MAP4K5,17.4232,17.6205,19.2932,24.6093,24.1435,18.7697,17.3227,24.2462,13.923,25.1718,23.8609
EHD3,2.7419,5.2219,7.4589,14.5557,30.926,2.615,2.3511,9.6419,3.2897,14.1742,13.6751
PSMC4,41.2111,47.7091,46.9782,43.916,48.041,42.5207,53.8115,37.0036,53.6947,38.0459,39.7341
MAN2B2,24.6935,23.5148,23.1826,22.5532,27.2354,25.0526,19.3997,27.282,21.2352,24.1926,25.034
SLC7A14,0.0211,0,0.0726,0.0169,0.0332,0.0415,0.0106,0.1273,0.0484,0.0448,0.0418
CLDN11,3.7012,7.5313,9.5475,11.3407,14.1426,9.7946,1.9248,28.5581,7.8339,14.0991,14.2533
SLC25A39,36.4401,51.9755,50.6059,59.1746,73.8117,35.5227,43.5679,60.8451,51.738,52.3302,58.0927
MVP,34.8054,74.8386,91.3728,85.8096,93.6243,37.4444,32.6791,88.0236,94.3572,74.4341,98.6993
NUB1,21.9996,28.7427,30.6308,29.5039,23.0857,30.0086,24.922,27.319,28.7973,26.949,30.7459
PGM3,4.6485,5.7216,5.3315,6.4612,7.5362,4.7511,3.9267,7.2618,6.509,5.8373,6.3479
RWDD2A,4.2819,5.3397,5.4884,5.1233,5.5804,3.4065,4.6718,4.9408,3.4684,4.2459,3.8199
CLK1,74.3035,46.7299,43.8823,104.4913,71.6192,61.3657,30.2894,67.7854,60.08,47.5617,78.9559
POLR3B,2.4553,2.6601,2.8109,3.3753,3.4002,2.0367,2.4124,3.0169,3.0324,2.6985,4.0097
ANGEL1,7.0681,7.7831,8.4954,9.5809,8.2961,6.151,7.0754,8.1589,9.3334,8.2673,8.5719
RNF14,12.6032,12.3445,11.3487,10.942,11.1435,11.5705,14.0073,9.5135,10.8112,9.6844,10.2163
DNASE1L1,4.178,4.7625,6.2588,8.8514,9.2897,5.2104,3.9648,9.8467,4.5916,7.8096,9.878
DDX11,6.0302,7.1271,12.4274,5.5673,9.7687,10.3066,8.79,13.6914,3.0108,9.9089,4.9388
HEBP1,33.3785,43.1665,37.4323,37.9922,52.1544,41.7704,39.5195,49.8479,29.2516,39.0651,48.1658
GPRC5A,3.5469,7.6022,12.3305,23.5059,34.0021,17.9804,2.3312,23.223,6.5727,22.421,31.6348
MAMLD1,2.5052,1.3666,1.4579,1.1054,1.6498,1.7811,1.6932,3.0521,1.2133,1.6407,1.0371
CD6,0.1556,0.1078,1.3688,2.7067,1.4809,0.1977,0.0543,3.1875,0.5153,2.7498,6.6038
TACC3,2.4816,3.5135,3.4016,7.3039,7.6788,3.0475,2.9221,4.6793,3.4913,3.0904,5.2113
UFL1,13.2012,12.9659,15.2887,18.9778,23.5196,11.5448,10.3673,17.299,10.5678,16.7881,16.5589
POLA2,4.427,6.2869,7.4579,7.1901,6.2627,6.1005,7.4005,8.0474,6.6825,5.951,8.0653
ZC3H3,12.2392,13.4552,14.0511,12.2283,12.3386,11.4287,11.1114,11.2132,12.9614,12.9189,15.0063
CAPN1,50.7193,68.4709,88.0786,148.5127,177.684,59.2242,64.1136,133.8354,39.5989,113.0063,154.6211
ACP3,0,0,0,0,0,0,0,0,0,0,0
MDH1,71.6723,71.9818,64.9889,51.808,61.1177,64.9507,90.6139,51.8248,70.8692,47.2475,53.3007
SLC30A9,14.3928,17.6766,19.1931,23.1587,24.0942,14.0774,14.8806,23.2511,15.5151,22.1942,19.3862
MTMR11,15.8709,17.2698,11.7217,12.4506,18.108,11.2231,13.2676,14.8831,8.4537,12.8066,15.8462
COX15,6.1541,7.6214,8.1221,9.4284,10.1385,9.1198,6.4505,8.7516,7.7,6.9233,9.5727
CCDC88C,7.116,7.2375,4.8311,10.8898,6.0138,4.3413,7.6507,7.5803,4.1523,7.2009,10.601
YAF2,2.0389,2.6687,2.5376,2.6528,1.88,2.3175,1.899,2.2707,1.9661,2.3223,1.7036
ZMYND11,44.0957,45.7805,37.6465,30.0124,25.4272,46.6641,45.9927,30.6107,35.444,40.2839,27.9324
WAS,3.0544,3.179,7.5836,9.7321,6.1817,3.0939,2.4017,7.2086,5.2418,6.3561,11.7565
DPEP1,0.0466,0.0968,0.2256,1.6505,0.3361,0.0626,0.1754,1.7027,0.3164,0.1906,0.3758
BID,4.331,9.0949,7.3595,14.2922,14.6322,9.0892,4.8764,10.9981,6.5415,8.7982,12.5505
MATR3,45.1473,41.9349,45.355,49.4292,40.5734,43.557,35.4408,46.2839,47.961,42.2206,43.4794
NPC1L1,0.5242,0.499,0.2914,0.0452,0.1442,0.4624,0.9771,0.3546,0.4155,0.2907,0.3045
XYLT2,10.8016,16.3094,11.9811,13.2825,15.025,9.159,17.6512,16.8581,9.8688,14.1895,18.6888
RGPD5,0.0019,0.0078,0.002,0.0025,0.0074,0.0084,0.0031,0.0073,0.0039,0.0046,0.0047
RGPD6,0.0027,0,0,0,0,0,0,0,0,0,0
STMN4,0.6494,1.0259,0.6994,0.1738,0.0426,0.5823,0.5167,0.2534,0.2716,0.2127,0.0807
NUDCD3,24.2887,30.1631,27.9067,24.275,22.4488,22.0569,30.5226,23.5367,29.8529,23.6633,24.8952
ISL1,0.0628,0.0653,0.7273,3.2985,1.0924,0.0422,0.0921,2.711,0.1806,2.1341,2.0284
CHDH,0.1382,1.005,0.5952,1.2014,0.7858,0.2477,0.2025,0.4828,0.5417,0.5938,0.6577
IL20RA,0.5678,2.4663,4.8549,16.8055,9.2932,1.1221,0.6696,10.1041,0.3151,9.8852,6.2605
CLCA1,0.1368,0.1364,0.1915,0.2744,0.0538,0.1717,0.1489,0.1334,0.0572,0.056,0.1359
CLCA4,0.8778,3.649,21.7878,114.9129,42.4556,0.9778,0.2562,26.3593,0.4311,40.8317,53.4206
GLT8D1,17.2465,17.8168,21.6987,34.4802,36.0657,12.8621,15.8274,31.2409,18.7693,27.1583,32.6855
ATP2C1,14.02,11.7126,17.1304,23.5552,24.7145,12.4536,8.7202,20.764,15.153,20.6337,20.9589
IGF1,1.7801,5.7427,5.4751,0.694,1.4764,4.6461,1.8246,3.9783,14.6512,1.5556,3.1399
SLC38A5,0.6865,1.1771,2.449,5.5964,3.3787,1.0771,1.9403,2.5734,3.3871,2.1952,7.4065
RALBP1,16.9241,24.0342,26.8713,25.1458,32.9274,20.2171,21.1494,28.2719,20.8939,27.1082,28.5767
RUFY3,8.7247,9.6074,9.9667,9.3008,11.3228,8.2248,6.0728,11.2428,9.8873,8.5417,9.4346
CNTN1,29.3503,26.1678,16.7389,4.2492,7.4026,39.0405,21.656,6.2638,15.4093,13.9042,4.1404
SLC11A1,4.2203,6.3173,26.7465,10.9957,5.0303,4.6975,5.4917,8.5347,6.8106,5.858,2.6963
WWTR1,58.5125,56.7619,42.7769,18.6872,21.3387,73.3386,64.136,18.8339,57.044,29.0011,16.7948
AGPS,6.4406,7.2334,6.3609,4.9598,5.7062,5.7994,6.149,5.288,6.071,5.4776,5.3994
CXorf56,6.9447,6.3131,6.214,6.7805,6.1688,4.3869,5.2432,7.2864,5.208,6.4462,6.6212
ATP1A2,62.0199,47.9407,16.7494,7.929,6.0959,61.7749,60.9108,7.2294,11.6998,16.4441,5.5254
TTC27,6.4631,7.0265,7.3859,6.7294,6.0647,6.0831,5.4861,7.6441,9.5256,8.0203,8.172
ZNF582,1.8761,2.5172,2.0806,1.7893,1.7554,2.1151,1.929,1.703,1.9035,2.0073,1.7994
VSIG2,5.3287,19.2395,85.061,232.4558,301.4432,10.4426,5.9608,222.4021,4.2586,151.9353,252.7123
PHLDB1,36.2652,28.5871,33.9807,31.7585,33.1137,50.7437,25.4148,42.2591,32.8996,36.6133,26.4636
MARCO,16.4394,4.1562,18.757,0.1555,0.6409,6.9422,17.3895,2.6534,24.0708,0.6472,1.2418
CYP24A1,0.1045,0.7386,7.5417,35.2354,27.521,0.7379,0.0328,24.0564,0.2049,21.2404,11.8605
PRDM11,3.8408,1.9728,1.6245,2.4904,1.4389,2.7476,2.6959,1.9519,1.5349,3.0991,1.6403
SYT13,0.0159,0.0198,0,0.1274,0,0,0.0066,0.0232,0.0083,0.013,0.0099
SNAI2,25.8962,19.1577,28.8271,54.9445,64.8182,33.9744,16.9432,47.3171,26.5496,43.0458,22.0357
CD74,115.795,138.5784,277.6617,601.2199,348.4402,101.1341,49.359,590.1294,269.3685,232.189,623.7252
HGF,2.8087,6.7319,5.653,0.6396,1.621,2.8397,1.3262,0.6314,11.3727,0.6034,1.0267
ZRANB1,21.0577,18.6121,16.9978,16.7945,12.7711,23.9192,16.6229,15.2076,15.9072,19.2038,12.4811
NCDN,13.8887,16.2572,15.7147,13.5889,15.6746,14.8788,17.3024,14.478,18.3883,10.6346,16.0475
ADGRA2,0,0,0,0,0,0,0,0,0,0,0
ZFP64,3.5186,4.4341,3.1349,4.295,3.8204,3.0626,3.1403,3.6488,3.16,2.9996,4.2954
MNAT1,10.3045,10.3366,11.0647,12.8777,12.6744,9.2388,9.0689,11.7652,11.0976,9.9007,13.6405
SAMD4A,13.1314,10.097,8.5246,4.7036,3.4073,33.0359,16.7137,5.9728,15.7115,8.4068,4.9
RUNX3,0.3222,0.2084,2.3329,4.0594,1.2688,0.2247,0.1649,2.2261,0.7394,5.0486,4.1352
MRE11,0,0,0,0,0,0,0,0,0,0,0
PLEKHB1,7.7015,3.2259,7.6907,4.8161,5.5576,7.8442,10.1195,2.8635,2.4838,2.162,3.6097
SERPINB1,23.5467,25.8908,41.9343,54.5644,38.6208,19.8975,21.1302,30.921,42.475,31.7129,40.4816
CYP3A43,0.0591,0.0327,0.1272,0.4742,0.6461,0.1942,0.1814,0.4033,0.0412,0.3707,0.2201
SLC7A9,0.8854,0.0796,0.3866,0.7684,0.3141,0.4506,0.3607,0.6302,0.1752,0.2939,1.0402
SPAST,3.2576,3.2935,3.4555,5.6612,4.0608,2.9501,2.6939,4.1591,3.4834,4.543,4.1271
NRXN3,1.9054,2.4879,2.2308,3.0849,1.6822,2.17,4.4325,0.5134,0.6342,1.8081,1.0873
OSBPL5,27.2891,31.4027,23.089,17.3436,18.7731,28.315,31.5504,26.6367,25.1374,18.7456,21.6218
AQR,9.6843,8.5889,11.9859,12.4166,10.9028,9.2777,6.9919,10.6494,12.3924,10.4447,12.5384
CPS1,0.7959,0.5006,0.4845,0.3333,1.0265,0.5274,0.0869,0.756,0.8323,0.4759,0.3094
C8B,0.0419,0.0348,0.0902,0,0,0,0,0.1634,0.0876,0.12,0.1041
FHL1,402.9275,286.3038,195.2661,83.1198,45.5788,455.9562,370.7805,147.5973,192.7431,184.1834,67.3116
RTF2,0,0,0,0,0,0,0,0,0,0,0
GABRA1,0,0,0.0086,0,0,0,0,0.0078,0.025,0.0065,0.0099
NLRP2,0.314,1.3729,0.2254,11.4819,0.0763,0.3024,0.3117,8.9944,0.1702,9.0348,0.1155
SLC45A4,3.9433,3.8772,3.1579,4.0411,2.0901,6.391,3.1118,3.1063,2.4449,3.7558,3.0451
RNF10,56.7539,58.0272,61.3151,54.219,53.5712,57.179,57.9329,44.4271,67.9969,44.6728,49.7127
ZNF839,6.5178,6.402,7.3243,8.6682,9.0778,5.6824,4.8125,9.5667,6.4256,7.5354,9.9628
ZDHHC6,19.1514,17.9816,18.932,31.9085,29.5754,15.9368,12.3337,26.618,17.9081,21.3283,25.7385
GRAMD1B,0.0773,0.2056,0.5326,0.2688,0.7505,0.2494,0.1165,0.3165,0.2586,0.3036,0.3455
RNH1,105.2503,115.7645,113.5419,95.0174,100.9512,106.6264,139.3417,114.9157,122.5578,89.5945,118.7682
NDUFS1,16.4007,17.6967,23.0668,18.3777,22.2159,18.4101,19.3171,17.918,16.1752,19.3915,18.9593
RB1CC1,12.7998,14.0891,15.9152,13.6478,11.0795,14.6606,10.1138,10.6861,14.214,12.7419,9.4505
ERP44,8.7267,10.0725,11.148,14.024,15.6599,7.777,6.9408,13.0837,11.5671,12.1034,14.2836
ALAS1,15.1565,20.7021,39.0005,47.9803,63.9047,19.034,20.3149,38.6615,24.1276,54.2757,44.8436
BIRC3,2.9322,2.9561,2.7524,3.386,1.3045,2.6622,2.0369,1.7821,2.4206,1.6374,4.6613
AKAP11,12.2541,11.9328,11.5995,10.9447,8.4568,9.7643,9.7438,10.1519,9.292,10.9438,10.3899
GLRX2,4.6179,5.3906,4.2581,4.7816,4.0684,5.303,4.9004,3.7327,6.317,4.0653,3.4568
SNAPC1,3.1005,3.3656,5.3116,8.2744,5.2924,2.4918,2.7042,4.7474,4.5355,5.563,7.9008
DERA,12.1272,11.5637,14.7136,19.138,17.0865,10.984,11.7107,14.7485,13.2244,14.8514,12.172
STRAP,35.6799,36.5715,34.3264,30.564,31.9845,36.9098,41.3605,27.3717,46.0213,32.2531,26.0366
ABCC2,0.5322,1.3414,1.3556,1.5031,1.1753,2.3555,1.1461,2.0268,2.0846,1.4315,1.2485
DEF6,1.5053,2.8891,10.4676,27.1989,21.2448,2.0161,0.9805,22.2573,2.5262,16.7348,28.8728
PLEKHO1,224.8855,183.8878,145.1731,27.4634,33.3586,147.265,291.5076,32.3382,150.3685,56.1911,38.2258
GCLM,2.318,5.9314,6.6224,5.1623,6.4492,5.3637,2.1273,5.8212,6.5168,5.7838,4.8957
UBR2,9.9019,10.9562,12.3667,13.5106,9.4777,10.1141,8.5903,12.3705,10.7609,11.1268,11.2176
EHD2,120.3609,152.4027,106.3828,63.3262,104.8168,143.1691,180.331,86.3641,102.3032,72.4333,74.2082
DEPDC1,0.048,0.0399,0.0259,0.2355,0.4936,0.2367,0.0402,0.0156,0.0418,0.1113,0.0795
CCDC28A,12.692,13.99,16.6182,37.8517,29.9103,9.2314,8.7183,24.3401,12.5557,18.866,22.7763
RRAGD,6.6696,7.9861,8.4332,3.6734,2.8081,9.2959,13.4054,3.1173,5.1264,4.1269,3.8942
HSF2,7.3356,6.5782,5.6068,4.7684,4.5617,6.2455,5.5117,5.4092,5.057,5.7269,4.2613
PHF20,12.0346,11.0894,10.5422,8.6463,6.7233,14.1679,11.2133,8.7554,10.5688,8.8734,8.8993
HSD17B6,41.9343,69.7961,23.463,16.6869,16.2599,43.0625,55.9395,24.2476,22.131,29.9632,23.2712
NR1H3,6.3956,10.481,27.0957,28.7756,22.9331,9.1218,8.5358,35.2151,13.2981,32.003,36.6245
TYMP,6.7091,9.0287,33.7893,17.5962,17.8967,4.1761,7.9025,16.1939,32.4779,11.4392,40.4926
NCAPH2,13.9712,11.4468,10.6821,11.2659,10.2252,11.1132,11.5496,11.6279,13.2671,11.4376,13.6882
TOMM34,8.4753,11.9628,19.3323,36.0215,46.2449,9.1857,8.336,38.7712,11.9542,22.639,40.4998
SEC63,15.3736,15.4553,14.6627,14.3673,12.6307,15.049,14.1833,14.8468,15.3479,14.7835,14.5685
KPNA6,15.1236,17.6883,17.3977,14.8979,11.4025,16.7769,16.8584,12.5205,17.1456,14.6221,14.1822
VIM,699.268,465.2159,513.233,335.3614,584.7992,778.4302,340.5527,790.4815,662.1182,435.3842,525.4951
FAS,4.2367,7.2291,8.1858,10.9113,9.9134,4.8655,4.3985,11.1117,6.8359,6.6639,12.0407
RNASET2,28.9801,20.4324,24.5208,45.5749,30.7789,18.0565,17.3235,36.8538,10.5651,20.7625,42.4777
CD44,21.9666,58.399,49.8689,41.4145,38.5257,46.0977,25.406,53.6477,42.9792,56.7053,45.6907
KCNG1,5.862,1.9015,1.8423,3.6255,6.6093,2.671,2.4144,4.7613,2.3715,2.549,6.5642
AGPAT4,2.2907,1.8864,2.0355,2.3184,3.099,1.6897,1.8912,2.1813,1.897,1.7556,1.9706
SLAMF7,0.1285,0.5607,1.2626,15.404,6.1546,0.1584,0.1076,5.795,0.2183,4.7459,12.7442
BTN3A1,3.716,5.5693,8.8376,15.1322,13.3224,3.8976,3.0609,16.2049,4.7267,10.2849,20.0661
MIPEP,6.8332,8.3972,7.0188,5.7811,6.5017,6.4572,10.592,5.7393,6.9615,5.8672,5.4758
PRKCH,5.3426,5.6963,11.4949,23.022,21.1486,5.423,2.1301,18.9675,6.9227,15.6518,21.3567
INSRR,0.1323,0.0338,0.0548,0.0136,0.0134,0.0821,0.0256,0.0298,0.266,0.0417,0.0632
IFNGR1,31.7595,33.9167,49.7685,76.4963,54.1003,28.3486,20.4623,49.9571,40.5543,59.8591,47.2921
B4GALT7,11.3403,11.4409,13.4907,19.3691,19.0349,8.3067,10.8834,17.3976,16.8182,16.3628,22.522
SH2D2A,0.37,0.1346,1.1706,2.1657,1.4266,0.2903,0.0775,1.827,0.9673,3.2185,2.8721
VRK2,5.6969,5.6018,5.8394,7.1222,7.3741,7.0628,4.6229,5.6329,6.1419,6.4811,6.4409
TNFRSF1B,8.6961,6.4479,18.5439,16.4802,16.3664,8.234,4.8714,16.9629,17.64,14.4758,16.4236
VEZT,12.0098,9.4121,10.6701,11.9521,13.8228,11.5005,9.0583,10.3969,10.9644,10.5835,9.9893
POU2F2,3.9016,1.0615,0.9274,1.8273,0.8106,0.8359,2.9144,1.2858,0.6893,0.9966,2.5592
BRD9,17.1314,16.2564,17.9633,18.3508,18.6738,15.9877,16.9134,21.7751,18.234,20.798,21.5299
SNX1,21.3007,21.4757,24.2506,26.753,25.2835,19.9167,19.8327,25.8646,24.5268,22.9619,25.7595
TBPL1,8.8543,9.1828,8.2711,8.5518,8.7161,7.3716,6.1478,7.1818,8.1249,6.7493,9.2293
ARNTL2,0.3382,1.177,0.8766,1.4416,1.6325,0.3906,0.9505,0.6149,1.0129,0.7883,1.082
BCLAF1,26.9414,23.6437,33.2867,39.1712,25.368,24.7608,16.2012,33.0659,28.3127,36.373,28.8412
SLC39A9,7.0683,7.7576,8.8509,14.357,13.853,6.5884,7.0244,12.0193,7.9383,11.4402,12.0189
ANK1,0.1149,0.1108,0.1584,0.1722,0.1327,0.0371,0.0693,0.1749,0.1394,0.2333,0.1827
IBSP,0,0.0669,0.0578,0,0.0704,0,0.0225,0.0262,0.028,0.0659,0
TFB1M,3.076,4.279,3.8705,4.9912,4.477,3.2903,3.4305,3.7872,3.0413,3.5155,4.5199
RABEP1,18.2299,17.7102,17.0135,15.5651,13.674,20.3598,17.258,14.6521,15.9402,14.9885,14.3808
HMGB3,0.9359,1.8654,2.9722,4.4626,5.827,0.8822,0.9044,4.0725,0.9535,5.6874,5.2753
NUP160,10.9226,8.7051,10.0734,13.9764,10.2163,10.5676,6.8373,11.6116,11.8026,11.3752,12.3249
BAK1,3.9497,5.5967,5.9302,7.7568,9.4742,3.0353,5.7844,8.5582,7.8327,7.311,9.7863
MUSK,0.0766,0.6494,3.3649,1.6186,2.6735,0.714,0.3335,4.6454,0.1762,2.1565,2.6438
IKZF2,0.7069,1.4583,5.6817,15.4692,12.9727,0.8002,0.4477,9.0624,1.0626,8.1565,14.7554
GRN,60.5127,83.5959,123.3068,223.5763,356.0093,79.8299,67.8543,184.8733,64.34,149.9042,224.3558
